plate_barcode,well,fov,fov_id_str,user_metadata.Cell Line ID,Molecule Name,Molecule Concentration,user_metadata.Concentration Units,user_metadata.JF549 Concentration,row,column,zLockPerWell,clock_time,num_nuclei,nuclear_fraction,frame_interval_sec,mean_snr,diff_coef_mle,median_jump_length,fraction_bound,loc_error_state_arrays,mobile_diffusion_coefficient
1656881-U2OS-0002,B21,0,1656881-U2OS-0002_WellB21_Point00,DBM (U2OS),Fulvestrant,100,nM,1.56,B,21,NORMAL,2024-08-20 13:07:16-07:00,53,0.744625226,0.01,28.5868988,1.674469827,0.196399841,0.371230559,0.038964742,1.766379391
1656881-U2OS-0002,B21,1,1656881-U2OS-0002_WellB21_Point01,DBM (U2OS),Fulvestrant,100,nM,1.56,B,21,NORMAL,2024-08-20 13:07:19-07:00,55,0.783182544,0.01,29.3192215,1.513627936,0.18477232,0.42642142,0.038634883,1.700682241
1656881-U2OS-0002,B21,2,1656881-U2OS-0002_WellB21_Point02,DBM (U2OS),Fulvestrant,100,nM,1.56,B,21,NORMAL,2024-08-20 13:07:21-07:00,56,0.78204783,0.01,28.71422005,1.615291395,0.187342667,0.394656561,0.039073631,1.682285642
1656881-U2OS-0002,B21,3,1656881-U2OS-0002_WellB21_Point03,DBM (U2OS),Fulvestrant,100,nM,1.56,B,21,NORMAL,2024-08-20 13:07:24-07:00,71,0.753746747,0.01,29.31932068,1.567741203,0.194331094,0.382923336,0.038201356,1.591373312
1656881-U2OS-0002,B20,0,1656881-U2OS-0002_WellB20_Point00,SOF2 (U2OS),Fulvestrant,100,nM,1.56,B,20,NORMAL,2024-08-20 13:07:28-07:00,78,0.789686831,0.01,29.76913071,1.176163732,0.139788969,0.723249957,0.038481187,1.871260259
1656881-U2OS-0002,B20,1,1656881-U2OS-0002_WellB20_Point01,SOF2 (U2OS),Fulvestrant,100,nM,1.56,B,20,NORMAL,2024-08-20 13:07:31-07:00,61,0.81255573,0.01,29.13900757,1.171186035,0.137920489,0.709171662,0.038779657,1.856333963
1656881-U2OS-0002,B20,2,1656881-U2OS-0002_WellB20_Point02,SOF2 (U2OS),Fulvestrant,100,nM,1.56,B,20,NORMAL,2024-08-20 13:07:34-07:00,44,0.785836525,0.01,29.17284775,1.216620033,0.138334669,0.715433233,0.040329862,1.894225574
1656881-U2OS-0002,B20,3,1656881-U2OS-0002_WellB20_Point03,SOF2 (U2OS),Fulvestrant,100,nM,1.56,B,20,NORMAL,2024-08-20 13:07:37-07:00,63,0.814670987,0.01,28.72794342,1.164530853,0.138720698,0.702599332,0.040044505,1.801593158
1656881-U2OS-0002,B19,0,1656881-U2OS-0002_WellB19_Point00,SOF1 (U2OS),Fulvestrant,100,nM,1.56,B,19,NORMAL,2024-08-20 13:07:41-07:00,48,0.760152431,0.01,28.37293053,1.287736002,0.144271208,0.650236703,0.038817675,1.932283595
1656881-U2OS-0002,B19,1,1656881-U2OS-0002_WellB19_Point01,SOF1 (U2OS),Fulvestrant,100,nM,1.56,B,19,NORMAL,2024-08-20 13:07:44-07:00,57,0.745039108,0.01,29.15864182,1.361637063,0.162031165,0.605418176,0.037303656,1.873051041
1656881-U2OS-0002,B19,2,1656881-U2OS-0002_WellB19_Point02,SOF1 (U2OS),Fulvestrant,100,nM,1.56,B,19,NORMAL,2024-08-20 13:07:47-07:00,46,0.791715667,0.01,30.14666748,1.39886102,0.157557987,0.656694167,0.038009326,1.88333142
1656881-U2OS-0002,B19,3,1656881-U2OS-0002_WellB19_Point03,SOF1 (U2OS),Fulvestrant,100,nM,1.56,B,19,NORMAL,2024-08-20 13:07:49-07:00,57,0.79814081,0.01,29.68783379,1.275816202,0.151980711,0.687810556,0.03755384,1.944264426
1656881-U2OS-0002,B18,0,1656881-U2OS-0002_WellB18_Point00,WT (U2OS),Fulvestrant,100,nM,1.56,B,18,NORMAL,2024-08-20 13:07:53-07:00,66,0.812046892,0.01,29.49762535,0.996531782,0.12091754,0.760583293,0.037631407,1.746221716
1656881-U2OS-0002,B18,1,1656881-U2OS-0002_WellB18_Point01,WT (U2OS),Fulvestrant,100,nM,1.56,B,18,NORMAL,2024-08-20 13:07:56-07:00,71,0.802526399,0.01,29.85449409,1.15267267,0.136953808,0.743309883,0.03759797,1.984853131
1656881-U2OS-0002,B18,2,1656881-U2OS-0002_WellB18_Point02,WT (U2OS),Fulvestrant,100,nM,1.56,B,18,NORMAL,2024-08-20 13:07:59-07:00,77,0.769766542,0.01,29.40847397,1.144266199,0.13202227,0.75085648,0.038235739,1.947535489
1656881-U2OS-0002,B18,3,1656881-U2OS-0002_WellB18_Point03,WT (U2OS),Fulvestrant,100,nM,1.56,B,18,NORMAL,2024-08-20 13:08:02-07:00,62,0.764787391,0.01,29.83271217,1.143244273,0.124213144,0.749133155,0.038001939,2.017845238
1656881-U2OS-0002,B17,0,1656881-U2OS-0002_WellB17_Point00,SOF3 (U2OS),Fulvestrant,100,nM,1.56,B,17,NORMAL,2024-08-20 13:08:06-07:00,69,0.871523543,0.01,28.38228226,1.287773712,0.152912972,0.654219796,0.040123574,1.737568028
1656881-U2OS-0002,B17,1,1656881-U2OS-0002_WellB17_Point01,SOF3 (U2OS),Fulvestrant,100,nM,1.56,B,17,NORMAL,2024-08-20 13:08:09-07:00,82,0.903303738,0.01,28.26062202,1.385619231,0.15650964,0.64643837,0.039696267,1.857416846
1656881-U2OS-0002,B17,2,1656881-U2OS-0002_WellB17_Point02,SOF3 (U2OS),Fulvestrant,100,nM,1.56,B,17,NORMAL,2024-08-20 13:08:12-07:00,67,0.896361437,0.01,28.33623505,1.282917837,0.145047719,0.681292133,0.040323065,1.792354923
1656881-U2OS-0002,B17,3,1656881-U2OS-0002_WellB17_Point03,SOF3 (U2OS),Fulvestrant,100,nM,1.56,B,17,NORMAL,2024-08-20 13:08:15-07:00,75,0.874925063,0.01,28.73734474,1.40252608,0.161776892,0.638472536,0.040542373,1.907234589
1656881-U2OS-0002,B16,0,1656881-U2OS-0002_WellB16_Point00,DBM (U2OS),Fulvestrant,100,nM,1.56,B,16,NORMAL,2024-08-20 13:08:19-07:00,62,0.794854265,0.01,28.16095543,1.74697808,0.201772621,0.363579927,0.039878396,1.797580282
1656881-U2OS-0002,B16,1,1656881-U2OS-0002_WellB16_Point01,DBM (U2OS),Fulvestrant,100,nM,1.56,B,16,NORMAL,2024-08-20 13:08:22-07:00,58,0.840866802,0.01,28.12889862,1.84624286,0.204197045,0.399768659,0.04060266,1.986025458
1656881-U2OS-0002,B16,2,1656881-U2OS-0002_WellB16_Point02,DBM (U2OS),Fulvestrant,100,nM,1.56,B,16,NORMAL,2024-08-20 13:08:24-07:00,64,0.830035745,0.01,28.02591324,1.832906943,0.210317145,0.375984752,0.04031818,1.905382526
1656881-U2OS-0002,B16,3,1656881-U2OS-0002_WellB16_Point03,DBM (U2OS),Fulvestrant,100,nM,1.56,B,16,NORMAL,2024-08-20 13:08:27-07:00,60,0.815984202,0.01,28.8118515,1.843510248,0.215256708,0.357694753,0.039256474,1.829312748
1656881-U2OS-0002,B15,0,1656881-U2OS-0002_WellB15_Point00,SOF2 (U2OS),Fulvestrant,100,nM,1.56,B,15,NORMAL,2024-08-20 13:08:31-07:00,75,0.829489992,0.01,28.05817032,1.163412259,0.134832064,0.708293742,0.039724188,1.776185444
1656881-U2OS-0002,B15,1,1656881-U2OS-0002_WellB15_Point01,SOF2 (U2OS),Fulvestrant,100,nM,1.56,B,15,NORMAL,2024-08-20 13:08:34-07:00,74,0.867017037,0.01,28.14546776,1.153677994,0.13874056,0.701392179,0.039300877,1.814793659
1656881-U2OS-0002,B15,2,1656881-U2OS-0002_WellB15_Point02,SOF2 (U2OS),Fulvestrant,100,nM,1.56,B,15,NORMAL,2024-08-20 13:08:37-07:00,55,0.804054444,0.01,28.09493065,1.089276723,0.14151771,0.72412825,0.040460905,1.791915913
1656881-U2OS-0002,B15,3,1656881-U2OS-0002_WellB15_Point03,SOF2 (U2OS),Fulvestrant,100,nM,1.56,B,15,NORMAL,2024-08-20 13:08:39-07:00,67,0.826896568,0.01,28.38733101,1.194214945,0.138190335,0.700030911,0.039929634,1.821168904
1656881-U2OS-0002,B14,0,1656881-U2OS-0002_WellB14_Point00,SOF1 (U2OS),Fulvestrant,100,nM,1.56,B,14,NORMAL,2024-08-20 13:08:43-07:00,47,0.819644594,0.01,28.0025177,1.614171454,0.175509444,0.548968197,0.039493721,2.049866977
1656881-U2OS-0002,B14,1,1656881-U2OS-0002_WellB14_Point01,SOF1 (U2OS),Fulvestrant,100,nM,1.56,B,14,NORMAL,2024-08-20 13:08:46-07:00,54,0.784701926,0.01,27.29294205,1.828853026,0.208924368,0.502534788,0.039137355,2.187216124
1656881-U2OS-0002,B14,2,1656881-U2OS-0002_WellB14_Point02,SOF1 (U2OS),Fulvestrant,100,nM,1.56,B,14,NORMAL,2024-08-20 13:08:49-07:00,41,0.756864067,0.01,28.51433372,1.782246051,0.202789907,0.536594344,0.040598629,2.242942623
1656881-U2OS-0002,B14,3,1656881-U2OS-0002_WellB14_Point03,SOF1 (U2OS),Fulvestrant,100,nM,1.56,B,14,NORMAL,2024-08-20 13:08:52-07:00,52,0.786917421,0.01,28.00140381,1.507823278,0.16875183,0.63648431,0.040367399,2.060719949
1656881-U2OS-0002,B13,0,1656881-U2OS-0002_WellB13_Point00,WT (U2OS),Fulvestrant,100,nM,1.56,B,13,NORMAL,2024-08-20 13:08:56-07:00,67,0.810984645,0.01,28.1825695,0.92028518,0.116990864,0.787373715,0.039618781,1.743359058
1656881-U2OS-0002,B13,1,1656881-U2OS-0002_WellB13_Point01,WT (U2OS),Fulvestrant,100,nM,1.56,B,13,NORMAL,2024-08-20 13:08:59-07:00,57,0.760204622,0.01,28.5889473,1.1028239,0.123833647,0.751081713,0.038517377,1.926557441
1656881-U2OS-0002,B13,2,1656881-U2OS-0002_WellB13_Point02,WT (U2OS),Fulvestrant,100,nM,1.56,B,13,NORMAL,2024-08-20 13:09:01-07:00,64,0.822089697,0.01,28.7689476,1.187108236,0.129575968,0.775803203,0.039608564,2.216093288
1656881-U2OS-0002,B13,3,1656881-U2OS-0002_WellB13_Point03,WT (U2OS),Fulvestrant,100,nM,1.56,B,13,NORMAL,2024-08-20 13:09:04-07:00,50,0.814133323,0.01,28.48133469,0.983330753,0.120703415,0.768356594,0.04027707,1.808111131
1656881-U2OS-0002,B12,0,1656881-U2OS-0002_WellB12_Point00,SOF3 (U2OS),Estradiol,100,nM,1.56,B,12,NORMAL,2024-08-20 13:09:08-07:00,102,0.938196753,0.01,26.46138573,0.977303109,0.119158746,0.749204217,0.039475434,1.610433416
1656881-U2OS-0002,B12,1,1656881-U2OS-0002_WellB12_Point01,SOF3 (U2OS),Estradiol,100,nM,1.56,B,12,NORMAL,2024-08-20 13:09:11-07:00,81,0.934830517,0.01,27.25956345,1.016677268,0.12278608,0.735273785,0.039933975,1.57288657
1656881-U2OS-0002,B12,2,1656881-U2OS-0002_WellB12_Point02,SOF3 (U2OS),Estradiol,100,nM,1.56,B,12,NORMAL,2024-08-20 13:09:14-07:00,87,0.940866586,0.01,27.05518913,1.041458081,0.124808981,0.75257649,0.039845949,1.68415174
1656881-U2OS-0002,B12,3,1656881-U2OS-0002_WellB12_Point03,SOF3 (U2OS),Estradiol,100,nM,1.56,B,12,NORMAL,2024-08-20 13:09:17-07:00,88,0.929536746,0.01,27.21296692,0.981278743,0.117647021,0.74369527,0.038852161,1.644127352
1656881-U2OS-0002,B11,0,1656881-U2OS-0002_WellB11_Point00,DBM (U2OS),Estradiol,100,nM,1.56,B,11,NORMAL,2024-08-20 13:09:21-07:00,42,0.761794139,0.01,27.39159584,1.391774826,0.167523586,0.462930758,0.040839186,1.693234807
1656881-U2OS-0002,B11,1,1656881-U2OS-0002_WellB11_Point01,DBM (U2OS),Estradiol,100,nM,1.56,B,11,NORMAL,2024-08-20 13:09:24-07:00,62,0.753256754,0.01,27.74180984,1.27234374,0.164939559,0.497778813,0.040110039,1.493560372
1656881-U2OS-0002,B11,2,1656881-U2OS-0002_WellB11_Point02,DBM (U2OS),Estradiol,100,nM,1.56,B,11,NORMAL,2024-08-20 13:09:26-07:00,43,0.738268004,0.01,27.72531128,1.42004928,0.171255742,0.449104423,0.040116002,1.646742306
1656881-U2OS-0002,B11,3,1656881-U2OS-0002_WellB11_Point03,DBM (U2OS),Estradiol,100,nM,1.56,B,11,NORMAL,2024-08-20 13:09:29-07:00,49,0.796723082,0.01,28.15923882,1.25762853,0.161983197,0.510926703,0.039190725,1.52039152
1656881-U2OS-0002,B10,0,1656881-U2OS-0002_WellB10_Point00,SOF2 (U2OS),Estradiol,100,nM,1.56,B,10,NORMAL,2024-08-20 13:09:33-07:00,75,0.850217077,0.01,28.50380516,0.914411009,0.119858765,0.723550693,0.038202376,1.448992953
1656881-U2OS-0002,B10,1,1656881-U2OS-0002_WellB10_Point01,SOF2 (U2OS),Estradiol,100,nM,1.56,B,10,NORMAL,2024-08-20 13:09:36-07:00,57,0.827591447,0.01,28.00415039,0.901579571,0.114072692,0.728056646,0.039181454,1.506628047
1656881-U2OS-0002,B10,2,1656881-U2OS-0002_WellB10_Point02,SOF2 (U2OS),Estradiol,100,nM,1.56,B,10,NORMAL,2024-08-20 13:09:38-07:00,58,0.8728468,0.01,27.75151062,0.886555748,0.116053382,0.755287524,0.039464418,1.499860719
1656881-U2OS-0002,B10,3,1656881-U2OS-0002_WellB10_Point03,SOF2 (U2OS),Estradiol,100,nM,1.56,B,10,NORMAL,2024-08-20 13:09:41-07:00,64,0.85886189,0.01,28.2598362,0.947361872,0.120895112,0.729738566,0.039384185,1.503668293
1656881-U2OS-0002,B09,0,1656881-U2OS-0002_WellB09_Point00,SOF1 (U2OS),Estradiol,100,nM,1.56,B,9,NORMAL,2024-08-20 13:09:45-07:00,50,0.841108122,0.01,27.96467972,1.030814795,0.124225113,0.708975852,0.038377085,1.597968602
1656881-U2OS-0002,B09,1,1656881-U2OS-0002_WellB09_Point01,SOF1 (U2OS),Estradiol,100,nM,1.56,B,9,NORMAL,2024-08-20 13:09:48-07:00,60,0.748833744,0.01,27.31928444,1.143532942,0.138564507,0.64281622,0.039287013,1.679604205
1656881-U2OS-0002,B09,2,1656881-U2OS-0002_WellB09_Point02,SOF1 (U2OS),Estradiol,100,nM,1.56,B,9,NORMAL,2024-08-20 13:09:51-07:00,61,0.825867347,0.01,28.27719688,1.154857524,0.139893854,0.677967129,0.03899054,1.668425011
1656881-U2OS-0002,B09,3,1656881-U2OS-0002_WellB09_Point03,SOF1 (U2OS),Estradiol,100,nM,1.56,B,9,NORMAL,2024-08-20 13:09:54-07:00,51,0.831451516,0.01,27.85926056,0.994623598,0.127213803,0.70899627,0.038960037,1.620717119
1656881-U2OS-0002,B08,0,1656881-U2OS-0002_WellB08_Point00,WT (U2OS),Estradiol,100,nM,1.56,B,8,NORMAL,2024-08-20 13:09:58-07:00,66,0.823131321,0.01,28.71984673,0.727666291,0.101781968,0.832010576,0.03830798,1.595582995
1656881-U2OS-0002,B08,1,1656881-U2OS-0002_WellB08_Point01,WT (U2OS),Estradiol,100,nM,1.56,B,8,NORMAL,2024-08-20 13:10:01-07:00,61,0.817475662,0.01,28.31807137,0.686181144,0.104945229,0.823030611,0.039505132,1.464338168
1656881-U2OS-0002,B08,2,1656881-U2OS-0002_WellB08_Point02,WT (U2OS),Estradiol,100,nM,1.56,B,8,NORMAL,2024-08-20 13:10:04-07:00,69,0.852068677,0.01,28.36215401,0.755713491,0.105216649,0.826445023,0.039103952,1.633013185
1656881-U2OS-0002,B08,3,1656881-U2OS-0002_WellB08_Point03,WT (U2OS),Estradiol,100,nM,1.56,B,8,NORMAL,2024-08-20 13:10:07-07:00,50,0.810138813,0.01,28.60505295,0.798692564,0.107957354,0.810290529,0.038931869,1.716881913
1656881-U2OS-0002,B07,0,1656881-U2OS-0002_WellB07_Point00,SOF3 (U2OS),Estradiol,100,nM,1.56,B,7,NORMAL,2024-08-20 13:10:11-07:00,71,0.920906223,0.01,27.60155869,1.055837718,0.12856717,0.734789535,0.039442787,1.662570302
1656881-U2OS-0002,B07,1,1656881-U2OS-0002_WellB07_Point01,SOF3 (U2OS),Estradiol,100,nM,1.56,B,7,NORMAL,2024-08-20 13:10:14-07:00,68,0.89585958,0.01,27.09316063,1.036729046,0.124329263,0.720815454,0.039982809,1.620454974
1656881-U2OS-0002,B07,2,1656881-U2OS-0002_WellB07_Point02,SOF3 (U2OS),Estradiol,100,nM,1.56,B,7,NORMAL,2024-08-20 13:10:16-07:00,67,0.902355297,0.01,27.77236176,1.048393772,0.131224209,0.721006965,0.039671316,1.588442029
1656881-U2OS-0002,B07,3,1656881-U2OS-0002_WellB07_Point03,SOF3 (U2OS),Estradiol,100,nM,1.56,B,7,NORMAL,2024-08-20 13:10:19-07:00,73,0.904293506,0.01,27.38835907,1.081692904,0.132990548,0.684857168,0.039389629,1.566762899
1656881-U2OS-0002,B06,0,1656881-U2OS-0002_WellB06_Point00,DBM (U2OS),Estradiol,100,nM,1.56,B,6,NORMAL,2024-08-20 13:10:23-07:00,53,0.859268678,0.01,27.25196457,1.322065624,0.157389681,0.479414995,0.039795985,1.572708326
1656881-U2OS-0002,B06,1,1656881-U2OS-0002_WellB06_Point01,DBM (U2OS),Estradiol,100,nM,1.56,B,6,NORMAL,2024-08-20 13:10:26-07:00,49,0.759872469,0.01,27.62775803,1.349194394,0.171636859,0.516551364,0.039980221,1.600219127
1656881-U2OS-0002,B06,2,1656881-U2OS-0002_WellB06_Point02,DBM (U2OS),Estradiol,100,nM,1.56,B,6,NORMAL,2024-08-20 13:10:29-07:00,48,0.786619826,0.01,27.69950485,1.275151823,0.161489584,0.518328862,0.039212204,1.607886877
1656881-U2OS-0002,B06,3,1656881-U2OS-0002_WellB06_Point03,DBM (U2OS),Estradiol,100,nM,1.56,B,6,NORMAL,2024-08-20 13:10:32-07:00,54,0.836798376,0.01,28.08133888,1.290969725,0.154011454,0.537847559,0.038591154,1.585573672
1656881-U2OS-0002,B05,0,1656881-U2OS-0002_WellB05_Point00,SOF2 (U2OS),Estradiol,100,nM,1.56,B,5,NORMAL,2024-08-20 13:10:36-07:00,58,0.783032312,0.01,28.05871582,0.913548554,0.120477771,0.737016508,0.038601995,1.572950064
1656881-U2OS-0002,B05,1,1656881-U2OS-0002_WellB05_Point01,SOF2 (U2OS),Estradiol,100,nM,1.56,B,5,NORMAL,2024-08-20 13:10:39-07:00,61,0.855547895,0.01,28.3166008,0.856989563,0.115921575,0.743730474,0.039343777,1.451303961
1656881-U2OS-0002,B05,2,1656881-U2OS-0002_WellB05_Point02,SOF2 (U2OS),Estradiol,100,nM,1.56,B,5,NORMAL,2024-08-20 13:10:42-07:00,55,0.808842653,0.01,28.5830555,0.941325053,0.115426357,0.739387685,0.039292547,1.537184782
1656881-U2OS-0002,B05,3,1656881-U2OS-0002_WellB05_Point03,SOF2 (U2OS),Estradiol,100,nM,1.56,B,5,NORMAL,2024-08-20 13:10:45-07:00,77,0.813190549,0.01,28.59240913,0.884129233,0.118442952,0.738325151,0.039233623,1.407557701
1656881-U2OS-0002,B04,0,1656881-U2OS-0002_WellB04_Point00,SOF1 (U2OS),Estradiol,100,nM,1.56,B,4,NORMAL,2024-08-20 13:10:49-07:00,47,0.8221859,0.01,28.5948925,0.97910372,0.122621427,0.738453333,0.039040786,1.641946891
1656881-U2OS-0002,B04,1,1656881-U2OS-0002_WellB04_Point01,SOF1 (U2OS),Estradiol,100,nM,1.56,B,4,NORMAL,2024-08-20 13:10:52-07:00,52,0.836829059,0.01,27.71016502,1.117421979,0.133958914,0.675273092,0.03922689,1.708434791
1656881-U2OS-0002,B04,2,1656881-U2OS-0002_WellB04_Point02,SOF1 (U2OS),Estradiol,100,nM,1.56,B,4,NORMAL,2024-08-20 13:10:54-07:00,44,0.8591491,0.01,27.83324242,1.137098727,0.143155667,0.669746083,0.040171535,1.626736709
1656881-U2OS-0002,B04,3,1656881-U2OS-0002_WellB04_Point03,SOF1 (U2OS),Estradiol,100,nM,1.56,B,4,NORMAL,2024-08-20 13:10:57-07:00,42,0.821719236,0.01,27.32763481,0.976858035,0.130048515,0.68591061,0.039545345,1.530537194
1656881-U2OS-0002,B03,0,1656881-U2OS-0002_WellB03_Point00,WT (U2OS),Estradiol,100,nM,1.56,B,3,NORMAL,2024-08-20 13:11:01-07:00,73,0.784226376,0.01,28.55628204,0.741344619,0.104471697,0.819726668,0.038199452,1.54495469
1656881-U2OS-0002,B03,1,1656881-U2OS-0002_WellB03_Point01,WT (U2OS),Estradiol,100,nM,1.56,B,3,NORMAL,2024-08-20 13:11:04-07:00,57,0.819509004,0.01,27.54968452,0.733992037,0.104882834,0.823622257,0.040148931,1.617760431
1656881-U2OS-0002,B03,2,1656881-U2OS-0002_WellB03_Point02,WT (U2OS),Estradiol,100,nM,1.56,B,3,NORMAL,2024-08-20 13:11:07-07:00,51,0.816896451,0.01,28.13193703,0.802651988,0.109728225,0.811175255,0.039943693,1.559623943
1656881-U2OS-0002,B03,3,1656881-U2OS-0002_WellB03_Point03,WT (U2OS),Estradiol,100,nM,1.56,B,3,NORMAL,2024-08-20 13:11:10-07:00,75,0.811152476,0.01,28.46152687,0.737033323,0.101894751,0.831292077,0.038291973,1.590633569
1656881-U2OS-0002,C03,0,1656881-U2OS-0002_WellC03_Point00,WT (U2OS),Estradiol,33.3,nM,1.56,C,3,NORMAL,2024-08-20 13:11:14-07:00,59,0.802212145,0.01,28.80444717,0.752116912,0.102647041,0.814949155,0.038356063,1.475001759
1656881-U2OS-0002,C03,1,1656881-U2OS-0002_WellC03_Point01,WT (U2OS),Estradiol,33.3,nM,1.56,C,3,NORMAL,2024-08-20 13:11:16-07:00,60,0.838490633,0.01,27.69771004,0.771511073,0.110216736,0.78591899,0.039931915,1.444847294
1656881-U2OS-0002,C03,2,1656881-U2OS-0002_WellC03_Point02,WT (U2OS),Estradiol,33.3,nM,1.56,C,3,NORMAL,2024-08-20 13:11:19-07:00,52,0.760441292,0.01,28.21934319,0.834125619,0.110678583,0.813337728,0.040995076,1.823946706
1656881-U2OS-0002,C03,3,1656881-U2OS-0002_WellC03_Point03,WT (U2OS),Estradiol,33.3,nM,1.56,C,3,NORMAL,2024-08-20 13:11:22-07:00,59,0.780439299,0.01,28.73007774,0.721894782,0.106998707,0.812231981,0.039441676,1.497390419
1656881-U2OS-0002,C04,0,1656881-U2OS-0002_WellC04_Point00,SOF1 (U2OS),Estradiol,33.3,nM,1.56,C,4,NORMAL,2024-08-20 13:11:26-07:00,42,0.845814051,0.01,27.63698578,1.041503122,0.130671538,0.695458,0.03903957,1.61362438
1656881-U2OS-0002,C04,1,1656881-U2OS-0002_WellC04_Point01,SOF1 (U2OS),Estradiol,33.3,nM,1.56,C,4,NORMAL,2024-08-20 13:11:29-07:00,40,0.754208541,0.01,28.63959694,1.150404121,0.148598882,0.680777955,0.039593372,1.700841592
1656881-U2OS-0002,C04,2,1656881-U2OS-0002_WellC04_Point02,SOF1 (U2OS),Estradiol,33.3,nM,1.56,C,4,NORMAL,2024-08-20 13:11:31-07:00,58,0.803327347,0.01,28.84666252,1.062893203,0.134701644,0.699173797,0.039966177,1.638139783
1656881-U2OS-0002,C04,3,1656881-U2OS-0002_WellC04_Point03,SOF1 (U2OS),Estradiol,33.3,nM,1.56,C,4,NORMAL,2024-08-20 13:11:34-07:00,44,0.850501912,0.01,27.30583954,1.165264658,0.139546856,0.660708377,0.038640762,1.82753663
1656881-U2OS-0002,C05,0,1656881-U2OS-0002_WellC05_Point00,SOF2 (U2OS),Estradiol,33.3,nM,1.56,C,5,NORMAL,2024-08-20 13:11:38-07:00,57,0.814326547,0.01,28.20346832,0.956925074,0.117349574,0.739656984,0.038981291,1.601074351
1656881-U2OS-0002,C05,1,1656881-U2OS-0002_WellC05_Point01,SOF2 (U2OS),Estradiol,33.3,nM,1.56,C,5,NORMAL,2024-08-20 13:11:41-07:00,48,0.767395244,0.01,28.19727135,0.954277324,0.12616492,0.71626982,0.038424433,1.580069878
1656881-U2OS-0002,C05,2,1656881-U2OS-0002_WellC05_Point02,SOF2 (U2OS),Estradiol,33.3,nM,1.56,C,5,NORMAL,2024-08-20 13:11:44-07:00,49,0.812235797,0.01,29.33699417,0.892034238,0.125611234,0.748914425,0.039153147,1.49272278
1656881-U2OS-0002,C05,3,1656881-U2OS-0002_WellC05_Point03,SOF2 (U2OS),Estradiol,33.3,nM,1.56,C,5,NORMAL,2024-08-20 13:11:47-07:00,42,0.823573378,0.01,29.02567101,0.845257079,0.116173975,0.730512127,0.038836635,1.428651726
1656881-U2OS-0002,C06,0,1656881-U2OS-0002_WellC06_Point00,DBM (U2OS),Estradiol,33.3,nM,1.56,C,6,NORMAL,2024-08-20 13:11:51-07:00,57,0.771081642,0.01,28.67218781,1.321832906,0.161559206,0.475816332,0.03973853,1.503461287
1656881-U2OS-0002,C06,1,1656881-U2OS-0002_WellC06_Point01,DBM (U2OS),Estradiol,33.3,nM,1.56,C,6,NORMAL,2024-08-20 13:11:54-07:00,59,0.795773223,0.01,28.2662468,1.328302703,0.167131908,0.477093441,0.038017469,1.552370459
1656881-U2OS-0002,C06,2,1656881-U2OS-0002_WellC06_Point02,DBM (U2OS),Estradiol,33.3,nM,1.56,C,6,NORMAL,2024-08-20 13:11:57-07:00,55,0.773174413,0.01,28.65070534,1.248525644,0.161761863,0.509353172,0.03877524,1.469610089
1656881-U2OS-0002,C06,3,1656881-U2OS-0002_WellC06_Point03,DBM (U2OS),Estradiol,33.3,nM,1.56,C,6,NORMAL,2024-08-20 13:12:00-07:00,64,0.797341866,0.01,29.01104927,1.324505095,0.162895343,0.474978409,0.038540237,1.505700031
1656881-U2OS-0002,C07,0,1656881-U2OS-0002_WellC07_Point00,SOF3 (U2OS),Estradiol,33.3,nM,1.56,C,7,NORMAL,2024-08-20 13:12:04-07:00,88,0.909118829,0.01,28.5580101,1.019024001,0.128209814,0.719800195,0.03872391,1.574837884
1656881-U2OS-0002,C07,1,1656881-U2OS-0002_WellC07_Point01,SOF3 (U2OS),Estradiol,33.3,nM,1.56,C,7,NORMAL,2024-08-20 13:12:07-07:00,73,0.90783217,0.01,27.68517876,1.098670175,0.133001291,0.687955208,0.039592201,1.63141842
1656881-U2OS-0002,C07,2,1656881-U2OS-0002_WellC07_Point02,SOF3 (U2OS),Estradiol,33.3,nM,1.56,C,7,NORMAL,2024-08-20 13:12:09-07:00,71,0.914355158,0.01,28.64728737,1.109556213,0.135464264,0.709164942,0.040541428,1.636439722
1656881-U2OS-0002,C07,3,1656881-U2OS-0002_WellC07_Point03,SOF3 (U2OS),Estradiol,33.3,nM,1.56,C,7,NORMAL,2024-08-20 13:12:12-07:00,73,0.886683383,0.01,28.79569817,1.151540447,0.141891502,0.69560017,0.038625155,1.711048656
1656881-U2OS-0002,C08,0,1656881-U2OS-0002_WellC08_Point00,WT (U2OS),Estradiol,33.3,nM,1.56,C,8,NORMAL,2024-08-20 13:12:16-07:00,62,0.789306619,0.01,29.79946518,0.690874322,0.10087637,0.80965403,0.03681701,1.327140797
1656881-U2OS-0002,C08,1,1656881-U2OS-0002_WellC08_Point01,WT (U2OS),Estradiol,33.3,nM,1.56,C,8,NORMAL,2024-08-20 13:12:19-07:00,60,0.863886389,0.01,29.28677559,0.675748268,0.104914172,0.823237511,0.037793658,1.361864445
1656881-U2OS-0002,C08,2,1656881-U2OS-0002_WellC08_Point02,WT (U2OS),Estradiol,33.3,nM,1.56,C,8,NORMAL,2024-08-20 13:12:22-07:00,60,0.820589972,0.01,28.96164703,0.676776348,0.107553223,0.834146466,0.038628431,1.521869261
