"","user_metadata.Cell.Line.ID","logEC50","n","Ymin","Ymax"
"1","DBM (U2OS)",-0.56331774339324,1.34670802868544,0.0718175824325101,0.488265302505316
"2","SOF1 (U2OS)",-0.545453566148921,1.070796614831,0.0717253210031377,0.700650943920546
"3","SOF2 (U2OS)",-0.603580730676051,1.23946008736587,0.0961222330523917,0.751411637473284
"4","SOF3 (U2OS)",-0.609504105885104,1.28595734403083,0.088475004749358,0.710792767681942
"5","WT (U2OS)",-0.665757380953982,1.19117287453259,0.102645676119126,0.828855604222921
