"","mean","sd","hdi_3.","hdi_97.","mcse_mean","mcse_sd","ess_bulk","ess_tail","r_hat","fov_id_str","Cell.Line.ID","Molecule.Name","Molecule.Concentration","plate_barcode","parameter","residence_time","fold_change"
"131",0.133,0.003,0.128,0.137,0,0,2485,2500,1,"1854872-U2OS-0002_WellG11_Point01","SOF3 (U2OS)","Estradiol",100,"1854872-U2OS-0002","koff_slow",7.5187969924812,0.995845805655975
"132",0.125,0.004,0.118,0.133,0,0,2556,2540,1,"1854872-U2OS-0002_WellG09_Point00","SOF2 (U2OS)","Estradiol",100,"1854872-U2OS-0002","koff_slow",8,1.05957993721796
"133",0.132,0.003,0.126,0.137,0,0,2696,2704,1,"1854872-U2OS-0002_WellF13_Point00","DBM (U2OS)","Estradiol",100,"1854872-U2OS-0002","koff_slow",7.57575757575758,1.00339009206246
"134",0.121,0.002,0.117,0.125,0,0,2414,2498,1,"1854872-U2OS-0002_WellE05_Point01","WT (U2OS)","Estradiol",100,"1854872-U2OS-0002","koff_slow",8.26446280991736,1.09460737315905
"135",0.122,0.003,0.117,0.127,0,0,1960,2621,1,"1854872-U2OS-0002_WellF07_Point03","SOF1 (U2OS)","Estradiol",100,"1854872-U2OS-0002","koff_slow",8.19672131147541,1.08563518157578
"136",0.124,0.002,0.119,0.128,0,0,2062,2332,1,"1854872-U2OS-0002_WellF05_Point00","WT (U2OS)","Estradiol",100,"1854872-U2OS-0002","koff_slow",8.06451612903226,1.06812493671165
"137",0.123,0.002,0.119,0.127,0,0,2912,2656,1,"1854872-U2OS-0002_WellG07_Point02","SOF1 (U2OS)","Estradiol",100,"1854872-U2OS-0002","koff_slow",8.13008130081301,1.07680887928654
"138",0.134,0.003,0.129,0.138,0,0,2572,2655,1,"1854872-U2OS-0002_WellF11_Point01","SOF3 (U2OS)","Estradiol",100,"1854872-U2OS-0002","koff_slow",7.46268656716418,0.988414120539139
"139",0.144,0.002,0.14,0.148,0,0,2302,2698,1,"1854872-U2OS-0002_WellF11_Point00","SOF3 (U2OS)","Estradiol",100,"1854872-U2OS-0002","koff_slow",6.94444444444444,0.919774251057255
"140",0.114,0.003,0.109,0.119,0,0,2829,2503,1,"1854872-U2OS-0002_WellE13_Point03","DBM (U2OS)","Estradiol",100,"1854872-U2OS-0002","koff_slow",8.7719298245614,1.16182010659864
"141",0.117,0.002,0.112,0.121,0,0,2167,2712,1,"1854872-U2OS-0002_WellG05_Point03","WT (U2OS)","Estradiol",100,"1854872-U2OS-0002","koff_slow",8.54700854700855,1.13202984745508
"142",0.129,0.003,0.124,0.134,0,0,2628,2775,1,"1854872-U2OS-0002_WellE09_Point01","SOF2 (U2OS)","Estradiol",100,"1854872-U2OS-0002","koff_slow",7.75193798449612,1.02672474536624
"143",0.123,0.003,0.118,0.127,0,0,2490,2597,1,"1854872-U2OS-0002_WellG05_Point02","WT (U2OS)","Estradiol",100,"1854872-U2OS-0002","koff_slow",8.13008130081301,1.07680887928654
"144",0.125,0.003,0.119,0.131,0,0,2729,2891,1,"1854872-U2OS-0002_WellE13_Point00","DBM (U2OS)","Estradiol",100,"1854872-U2OS-0002","koff_slow",8,1.05957993721796
"145",0.127,0.002,0.123,0.131,0,0,2650,2793,1,"1854872-U2OS-0002_WellG11_Point00","SOF3 (U2OS)","Estradiol",100,"1854872-U2OS-0002","koff_slow",7.8740157480315,1.04289363899405
"146",0.141,0.002,0.137,0.146,0,0,2711,2650,1,"1854872-U2OS-0002_WellF11_Point02","SOF3 (U2OS)","Estradiol",100,"1854872-U2OS-0002","koff_slow",7.09219858156028,0.939343915973367
"147",0.121,0.004,0.114,0.129,0,0,2068,2418,1,"1854872-U2OS-0002_WellG09_Point01","SOF2 (U2OS)","Estradiol",100,"1854872-U2OS-0002","koff_slow",8.26446280991736,1.09460737315905
"148",0.128,0.002,0.124,0.133,0,0,2471,2680,1,"1854872-U2OS-0002_WellE07_Point02","SOF1 (U2OS)","Estradiol",100,"1854872-U2OS-0002","koff_slow",7.8125,1.03474603243941
"149",0.124,0.002,0.12,0.129,0,0,2818,2629,1,"1854872-U2OS-0002_WellG07_Point00","SOF1 (U2OS)","Estradiol",100,"1854872-U2OS-0002","koff_slow",8.06451612903226,1.06812493671165
"150",0.122,0.002,0.119,0.126,0,0,2896,3042,1,"1854872-U2OS-0002_WellE05_Point02","WT (U2OS)","Estradiol",100,"1854872-U2OS-0002","koff_slow",8.19672131147541,1.08563518157578
"151",0.126,0.003,0.121,0.131,0,0,2714,3018,1,"1854872-U2OS-0002_WellG13_Point03","DBM (U2OS)","Estradiol",100,"1854872-U2OS-0002","koff_slow",7.93650793650794,1.05117057263686
"152",0.125,0.005,0.114,0.134,0,0,2468,2639,1,"1854872-U2OS-0002_WellE13_Point01","DBM (U2OS)","Estradiol",100,"1854872-U2OS-0002","koff_slow",8,1.05957993721796
"153",0.128,0.002,0.124,0.133,0,0,2658,2900,1,"1854872-U2OS-0002_WellF07_Point00","SOF1 (U2OS)","Estradiol",100,"1854872-U2OS-0002","koff_slow",7.8125,1.03474603243941
"154",0.134,0.002,0.13,0.138,0,0,2445,2646,1,"1854872-U2OS-0002_WellE07_Point03","SOF1 (U2OS)","Estradiol",100,"1854872-U2OS-0002","koff_slow",7.46268656716418,0.988414120539139
"155",0.135,0.002,0.131,0.14,0,0,2416,2380,1,"1854872-U2OS-0002_WellG11_Point02","SOF3 (U2OS)","Estradiol",100,"1854872-U2OS-0002","koff_slow",7.40740740740741,0.981092534461072
"156",0.126,0.004,0.118,0.134,0,0,2478,2890,1,"1854872-U2OS-0002_WellF09_Point01","SOF2 (U2OS)","Estradiol",100,"1854872-U2OS-0002","koff_slow",7.93650793650794,1.05117057263686
"157",0.128,0.002,0.124,0.132,0,0,2791,2877,1,"1854872-U2OS-0002_WellF09_Point02","SOF2 (U2OS)","Estradiol",100,"1854872-U2OS-0002","koff_slow",7.8125,1.03474603243941
"158",0.134,0.003,0.128,0.139,0,0,2466,2676,1,"1854872-U2OS-0002_WellG07_Point01","SOF1 (U2OS)","Estradiol",100,"1854872-U2OS-0002","koff_slow",7.46268656716418,0.988414120539139
"159",0.123,0.003,0.118,0.128,0,0,2142,2752,1,"1854872-U2OS-0002_WellG07_Point03","SOF1 (U2OS)","Estradiol",100,"1854872-U2OS-0002","koff_slow",8.13008130081301,1.07680887928654
"160",0.119,0.003,0.114,0.124,0,0,2304,2765,1,"1854872-U2OS-0002_WellF05_Point01","WT (U2OS)","Estradiol",100,"1854872-U2OS-0002","koff_slow",8.40336134453782,1.11300413573315
"161",0.129,0.003,0.124,0.134,0,0,2479,2469,1,"1854872-U2OS-0002_WellF13_Point03","DBM (U2OS)","Estradiol",100,"1854872-U2OS-0002","koff_slow",7.75193798449612,1.02672474536624
"162",0.141,0.003,0.135,0.146,0,0,2559,2928,1,"1854872-U2OS-0002_WellE07_Point00","SOF1 (U2OS)","Estradiol",100,"1854872-U2OS-0002","koff_slow",7.09219858156028,0.939343915973367
"163",0.122,0.002,0.119,0.127,0,0,2463,2570,1,"1854872-U2OS-0002_WellF05_Point03","WT (U2OS)","Estradiol",100,"1854872-U2OS-0002","koff_slow",8.19672131147541,1.08563518157578
"164",0.137,0.002,0.132,0.141,0,0,2368,2641,1,"1854872-U2OS-0002_WellE09_Point03","SOF2 (U2OS)","Estradiol",100,"1854872-U2OS-0002","koff_slow",7.2992700729927,0.966770015709815
"165",0.123,0.002,0.119,0.127,0,0,2246,2444,1,"1854872-U2OS-0002_WellG11_Point03","SOF3 (U2OS)","Estradiol",100,"1854872-U2OS-0002","koff_slow",8.13008130081301,1.07680887928654
"166",0.118,0.002,0.114,0.121,0,0,2348,2417,1,"1854872-U2OS-0002_WellE05_Point03","WT (U2OS)","Estradiol",100,"1854872-U2OS-0002","koff_slow",8.47457627118644,1.12243637417157
"167",0.129,0.002,0.125,0.133,0,0,2399,2658,1,"1854872-U2OS-0002_WellE05_Point00","WT (U2OS)","Estradiol",100,"1854872-U2OS-0002","koff_slow",7.75193798449612,1.02672474536624
"168",0.128,0.002,0.124,0.132,0,0,2766,2471,1,"1854872-U2OS-0002_WellF07_Point01","SOF1 (U2OS)","Estradiol",100,"1854872-U2OS-0002","koff_slow",7.8125,1.03474603243941
"169",0.118,0.003,0.113,0.123,0,0,2474,2610,1,"1854872-U2OS-0002_WellF09_Point03","SOF2 (U2OS)","Estradiol",100,"1854872-U2OS-0002","koff_slow",8.47457627118644,1.12243637417157
"170",0.126,0.004,0.12,0.133,0,0,2542,2385,1,"1854872-U2OS-0002_WellE13_Point02","DBM (U2OS)","Estradiol",100,"1854872-U2OS-0002","koff_slow",7.93650793650794,1.05117057263686
"171",0.113,0.003,0.107,0.119,0,0,2558,2883,1,"1854872-U2OS-0002_WellG09_Point03","SOF2 (U2OS)","Estradiol",100,"1854872-U2OS-0002","koff_slow",8.84955752212389,1.17210170046234
"172",0.138,0.003,0.133,0.144,0,0,2715,2812,1,"1854872-U2OS-0002_WellF13_Point01","DBM (U2OS)","Estradiol",100,"1854872-U2OS-0002","koff_slow",7.2463768115942,0.959764435885831
"173",0.123,0.003,0.117,0.128,0,0,2110,2090,1,"1854872-U2OS-0002_WellG13_Point01","DBM (U2OS)","Estradiol",100,"1854872-U2OS-0002","koff_slow",8.13008130081301,1.07680887928654
