"","mean","sd","hdi_3.","hdi_97.","mcse_mean","mcse_sd","ess_bulk","ess_tail","r_hat","fov_id_str","Cell.Line.ID","Molecule.Name","Molecule.Concentration","plate_barcode","parameter","residence_time","fold_change"
"135",0.856,0.008,0.841,0.872,0,0,2541,2847,1,"1854872-U2OS-0002_WellF07_Point03","SOF1 (U2OS)","Estradiol",100,"1854872-U2OS-0002","koff_fast",1.16822429906542,0.989647708873781
"136",0.843,0.008,0.829,0.857,0,0,2577,2770,1,"1854872-U2OS-0002_WellF05_Point00","WT (U2OS)","Estradiol",100,"1854872-U2OS-0002","koff_fast",1.18623962040332,1.00490918006638
"137",0.853,0.008,0.839,0.869,0,0,3567,2882,1,"1854872-U2OS-0002_WellG07_Point02","SOF1 (U2OS)","Estradiol",100,"1854872-U2OS-0002","koff_fast",1.17233294255569,0.993128298705694
"138",0.86,0.007,0.847,0.873,0,0,2819,2732,1,"1854872-U2OS-0002_WellF11_Point01","SOF3 (U2OS)","Estradiol",100,"1854872-U2OS-0002","koff_fast",1.16279069767442,0.985044696274368
"139",0.875,0.006,0.864,0.886,0,0,2764,2684,1,"1854872-U2OS-0002_WellF11_Point00","SOF3 (U2OS)","Estradiol",100,"1854872-U2OS-0002","koff_fast",1.14285714285714,0.968158215766807
"140",0.939,0.01,0.918,0.957,0,0,3069,2410,1,"1854872-U2OS-0002_WellE13_Point03","DBM (U2OS)","Estradiol",100,"1854872-U2OS-0002","koff_fast",1.06496272630458,0.902170861337547
"141",0.809,0.009,0.792,0.826,0,0,2708,2401,1,"1854872-U2OS-0002_WellG05_Point03","WT (U2OS)","Estradiol",100,"1854872-U2OS-0002","koff_fast",1.23609394313968,1.04714269319649
"142",0.832,0.007,0.819,0.846,0,0,3344,2958,1,"1854872-U2OS-0002_WellE09_Point01","SOF2 (U2OS)","Estradiol",100,"1854872-U2OS-0002","koff_fast",1.20192307692308,1.01819523893745
"143",0.815,0.009,0.801,0.833,0,0,3097,2636,1,"1854872-U2OS-0002_WellG05_Point02","WT (U2OS)","Estradiol",100,"1854872-U2OS-0002","koff_fast",1.22699386503067,1.0394336672343
"144",0.927,0.01,0.908,0.947,0,0,3337,2642,1,"1854872-U2OS-0002_WellE13_Point00","DBM (U2OS)","Estradiol",100,"1854872-U2OS-0002","koff_fast",1.07874865156419,0.913849448539327
"145",0.856,0.007,0.843,0.87,0,0,3032,2868,1,"1854872-U2OS-0002_WellG11_Point00","SOF3 (U2OS)","Estradiol",100,"1854872-U2OS-0002","koff_fast",1.16822429906542,0.989647708873781
"146",0.871,0.006,0.86,0.883,0,0,3109,2958,1,"1854872-U2OS-0002_WellF11_Point02","SOF3 (U2OS)","Estradiol",100,"1854872-U2OS-0002","koff_fast",1.14810562571757,0.972604407343234
"147",0.817,0.013,0.793,0.843,0,0,2379,2667,1,"1854872-U2OS-0002_WellG09_Point01","SOF2 (U2OS)","Estradiol",100,"1854872-U2OS-0002","koff_fast",1.22399020807834,1.03688915397302
"148",0.839,0.006,0.827,0.851,0,0,2707,2502,1,"1854872-U2OS-0002_WellE07_Point02","SOF1 (U2OS)","Estradiol",100,"1854872-U2OS-0002","koff_fast",1.19189511323004,1.00970016543022
"149",0.855,0.008,0.84,0.871,0,0,3326,2777,1,"1854872-U2OS-0002_WellG07_Point00","SOF1 (U2OS)","Estradiol",100,"1854872-U2OS-0002","koff_fast",1.16959064327485,0.990805191574218
"150",0.836,0.007,0.822,0.85,0,0,2887,2710,1,"1854872-U2OS-0002_WellE05_Point02","WT (U2OS)","Estradiol",100,"1854872-U2OS-0002","koff_fast",1.19617224880383,1.01332349138272
"151",0.923,0.009,0.907,0.939,0,0,2850,3040,1,"1854872-U2OS-0002_WellG13_Point03","DBM (U2OS)","Estradiol",100,"1854872-U2OS-0002","koff_fast",1.08342361863489,0.917809792845023
"152",0.923,0.017,0.892,0.957,0,0,3072,2806,1,"1854872-U2OS-0002_WellE13_Point01","DBM (U2OS)","Estradiol",100,"1854872-U2OS-0002","koff_fast",1.08342361863489,0.917809792845023
"153",0.836,0.008,0.821,0.85,0,0,3024,2710,1,"1854872-U2OS-0002_WellF07_Point00","SOF1 (U2OS)","Estradiol",100,"1854872-U2OS-0002","koff_fast",1.19617224880383,1.01332349138272
"154",0.876,0.007,0.863,0.888,0,0,2774,2799,1,"1854872-U2OS-0002_WellE07_Point03","SOF1 (U2OS)","Estradiol",100,"1854872-U2OS-0002","koff_fast",1.14155251141553,0.967053012324151
"155",0.857,0.007,0.845,0.871,0,0,2854,2610,1,"1854872-U2OS-0002_WellG11_Point02","SOF3 (U2OS)","Estradiol",100,"1854872-U2OS-0002","koff_fast",1.16686114352392,0.988492927416519
"156",0.827,0.012,0.804,0.847,0,0,2901,2898,1,"1854872-U2OS-0002_WellF09_Point01","SOF2 (U2OS)","Estradiol",100,"1854872-U2OS-0002","koff_fast",1.20918984280532,1.02435119564203
"157",0.834,0.007,0.821,0.847,0,0,2973,2791,1,"1854872-U2OS-0002_WellF09_Point02","SOF2 (U2OS)","Estradiol",100,"1854872-U2OS-0002","koff_fast",1.19904076738609,1.01575352373616
"158",0.864,0.009,0.847,0.882,0,0,3063,2817,1,"1854872-U2OS-0002_WellG07_Point01","SOF1 (U2OS)","Estradiol",100,"1854872-U2OS-0002","koff_fast",1.15740740740741,0.980484304161987
"159",0.859,0.009,0.844,0.875,0,0,2949,2908,1,"1854872-U2OS-0002_WellG07_Point03","SOF1 (U2OS)","Estradiol",100,"1854872-U2OS-0002","koff_fast",1.16414435389988,0.986191430495875
"160",0.827,0.009,0.811,0.846,0,0,2630,2565,1,"1854872-U2OS-0002_WellF05_Point01","WT (U2OS)","Estradiol",100,"1854872-U2OS-0002","koff_fast",1.20918984280532,1.02435119564203
"161",0.916,0.009,0.898,0.933,0,0,3123,2994,1,"1854872-U2OS-0002_WellF13_Point03","DBM (U2OS)","Estradiol",100,"1854872-U2OS-0002","koff_fast",1.09170305676856,0.92482362313969
"162",0.879,0.008,0.863,0.893,0,0,2607,2940,1,"1854872-U2OS-0002_WellE07_Point00","SOF1 (U2OS)","Estradiol",100,"1854872-U2OS-0002","koff_fast",1.13765642775882,0.963752490097789
"163",0.827,0.008,0.813,0.842,0,0,2955,2405,1,"1854872-U2OS-0002_WellF05_Point03","WT (U2OS)","Estradiol",100,"1854872-U2OS-0002","koff_fast",1.20918984280532,1.02435119564203
"164",0.86,0.007,0.846,0.872,0,0,2429,2568,1,"1854872-U2OS-0002_WellE09_Point03","SOF2 (U2OS)","Estradiol",100,"1854872-U2OS-0002","koff_fast",1.16279069767442,0.985044696274368
"165",0.833,0.007,0.819,0.847,0,0,2837,2275,1,"1854872-U2OS-0002_WellG11_Point03","SOF3 (U2OS)","Estradiol",100,"1854872-U2OS-0002","koff_fast",1.20048019207683,1.01697291572144
"166",0.831,0.007,0.816,0.843,0,0,2749,2749,1,"1854872-U2OS-0002_WellE05_Point03","WT (U2OS)","Estradiol",100,"1854872-U2OS-0002","koff_fast",1.20336943441637,1.01942050396625
"167",0.834,0.007,0.82,0.848,0,0,2833,2599,1,"1854872-U2OS-0002_WellE05_Point00","WT (U2OS)","Estradiol",100,"1854872-U2OS-0002","koff_fast",1.19904076738609,1.01575352373616
"168",0.851,0.007,0.838,0.863,0,0,2985,2687,1,"1854872-U2OS-0002_WellF07_Point01","SOF1 (U2OS)","Estradiol",100,"1854872-U2OS-0002","koff_fast",1.17508813160987,0.995462325259643
"169",0.857,0.009,0.84,0.874,0,0,3090,2927,1,"1854872-U2OS-0002_WellF09_Point03","SOF2 (U2OS)","Estradiol",100,"1854872-U2OS-0002","koff_fast",1.16686114352392,0.988492927416519
"170",0.93,0.012,0.908,0.951,0,0,3011,2984,1,"1854872-U2OS-0002_WellE13_Point02","DBM (U2OS)","Estradiol",100,"1854872-U2OS-0002","koff_fast",1.0752688172043,0.910901547092426
"171",0.846,0.011,0.824,0.867,0,0,2805,3012,1,"1854872-U2OS-0002_WellG09_Point03","SOF2 (U2OS)","Estradiol",100,"1854872-U2OS-0002","koff_fast",1.18203309692671,1.00134567233565
"172",0.916,0.008,0.902,0.931,0,0,3077,2710,1,"1854872-U2OS-0002_WellF13_Point01","DBM (U2OS)","Estradiol",100,"1854872-U2OS-0002","koff_fast",1.09170305676856,0.92482362313969
"173",0.896,0.01,0.878,0.914,0,0,2995,2894,1,"1854872-U2OS-0002_WellG13_Point01","DBM (U2OS)","Estradiol",100,"1854872-U2OS-0002","koff_fast",1.11607142857143,0.945467007584773
