mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,fov_id_str,Cell Line ID,Molecule Name,Molecule Concentration,plate_barcode,parameter
0.816,0.005,0.807,0.826,0,0,2967,3247,1,1854872-U2OS-0007_WellG03_Point01,H2B,DMSO,0,1854872-U2OS-0007,weights[0]
0.182,0.005,0.173,0.191,0,0,3162,3328,1,1854872-U2OS-0007_WellG03_Point01,H2B,DMSO,0,1854872-U2OS-0007,weights[1]
0.001,0,0.001,0.002,0,0,2065,2210,1,1854872-U2OS-0007_WellG03_Point01,H2B,DMSO,0,1854872-U2OS-0007,weights[2]
0.12,0.003,0.114,0.125,0,0,2193,2357,1,1854872-U2OS-0007_WellG03_Point01,H2B,DMSO,0,1854872-U2OS-0007,koff_slow
0.839,0.011,0.818,0.859,0,0,2946,2805,1,1854872-U2OS-0007_WellG03_Point01,H2B,DMSO,0,1854872-U2OS-0007,koff_fast
0.857,0.003,0.85,0.862,0,0,3002,2757,1,1854872-U2OS-0007_WellE11_Point01,SOF3 (U2OS),Estradiol,100,1854872-U2OS-0007,weights[0]
0.142,0.003,0.136,0.148,0,0,3108,2818,1,1854872-U2OS-0007_WellE11_Point01,SOF3 (U2OS),Estradiol,100,1854872-U2OS-0007,weights[1]
0.001,0,0.001,0.002,0,0,1960,2070,1,1854872-U2OS-0007_WellE11_Point01,SOF3 (U2OS),Estradiol,100,1854872-U2OS-0007,weights[2]
0.142,0.003,0.137,0.147,0,0,2411,2751,1,1854872-U2OS-0007_WellE11_Point01,SOF3 (U2OS),Estradiol,100,1854872-U2OS-0007,koff_slow
0.871,0.007,0.859,0.883,0,0,2491,2467,1,1854872-U2OS-0007_WellE11_Point01,SOF3 (U2OS),Estradiol,100,1854872-U2OS-0007,koff_fast
0.868,0.005,0.859,0.877,0,0,3053,3092,1,1854872-U2OS-0007_WellJ07_Point01,SOF1 (U2OS),Estradiol,100,1854872-U2OS-0007,weights[0]
0.132,0.005,0.123,0.141,0,0,3157,3170,1,1854872-U2OS-0007_WellJ07_Point01,SOF1 (U2OS),Estradiol,100,1854872-U2OS-0007,weights[1]
0.001,0,0,0.001,0,0,1929,1497,1,1854872-U2OS-0007_WellJ07_Point01,SOF1 (U2OS),Estradiol,100,1854872-U2OS-0007,weights[2]
0.139,0.004,0.131,0.146,0,0,2778,2505,1,1854872-U2OS-0007_WellJ07_Point01,SOF1 (U2OS),Estradiol,100,1854872-U2OS-0007,koff_slow
0.897,0.011,0.877,0.916,0,0,3140,2982,1,1854872-U2OS-0007_WellJ07_Point01,SOF1 (U2OS),Estradiol,100,1854872-U2OS-0007,koff_fast
0.843,0.004,0.836,0.849,0,0,2792,2814,1,1854872-U2OS-0007_WellF07_Point01,SOF1 (U2OS),Estradiol,100,1854872-U2OS-0007,weights[0]
0.156,0.004,0.149,0.162,0,0,2906,2797,1,1854872-U2OS-0007_WellF07_Point01,SOF1 (U2OS),Estradiol,100,1854872-U2OS-0007,weights[1]
0.002,0,0.001,0.002,0,0,2028,1788,1,1854872-U2OS-0007_WellF07_Point01,SOF1 (U2OS),Estradiol,100,1854872-U2OS-0007,weights[2]
0.138,0.003,0.133,0.143,0,0,2308,2467,1,1854872-U2OS-0007_WellF07_Point01,SOF1 (U2OS),Estradiol,100,1854872-U2OS-0007,koff_slow
0.858,0.007,0.845,0.873,0,0,2564,2781,1,1854872-U2OS-0007_WellF07_Point01,SOF1 (U2OS),Estradiol,100,1854872-U2OS-0007,koff_fast
0.838,0.014,0.812,0.864,0,0,3103,3095,1,1854872-U2OS-0007_WellJ10_Point00,SOF3 (U2OS),DMSO,0,1854872-U2OS-0007,weights[0]
0.161,0.014,0.134,0.186,0,0,3169,3045,1,1854872-U2OS-0007_WellJ10_Point00,SOF3 (U2OS),DMSO,0,1854872-U2OS-0007,weights[1]
0.001,0.001,0,0.002,0,0,1243,791,1,1854872-U2OS-0007_WellJ10_Point00,SOF3 (U2OS),DMSO,0,1854872-U2OS-0007,weights[2]
0.151,0.011,0.13,0.173,0,0,2554,2724,1,1854872-U2OS-0007_WellJ10_Point00,SOF3 (U2OS),DMSO,0,1854872-U2OS-0007,koff_slow
1.053,0.039,0.985,1.127,0.001,0.001,2815,2807,1,1854872-U2OS-0007_WellJ10_Point00,SOF3 (U2OS),DMSO,0,1854872-U2OS-0007,koff_fast
0.865,0.005,0.855,0.874,0,0,2719,3276,1,1854872-U2OS-0007_WellH07_Point01,SOF1 (U2OS),Estradiol,100,1854872-U2OS-0007,weights[0]
0.134,0.005,0.125,0.144,0,0,2769,3203,1,1854872-U2OS-0007_WellH07_Point01,SOF1 (U2OS),Estradiol,100,1854872-U2OS-0007,weights[1]
0.001,0,0.001,0.002,0,0,1874,1640,1,1854872-U2OS-0007_WellH07_Point01,SOF1 (U2OS),Estradiol,100,1854872-U2OS-0007,weights[2]
0.161,0.005,0.151,0.169,0,0,2616,2662,1,1854872-U2OS-0007_WellH07_Point01,SOF1 (U2OS),Estradiol,100,1854872-U2OS-0007,koff_slow
0.928,0.01,0.908,0.947,0,0,2706,3040,1,1854872-U2OS-0007_WellH07_Point01,SOF1 (U2OS),Estradiol,100,1854872-U2OS-0007,koff_fast
0.866,0.005,0.856,0.876,0,0,3301,3152,1,1854872-U2OS-0007_WellI05_Point01,WT (U2OS),Estradiol,100,1854872-U2OS-0007,weights[0]
0.134,0.005,0.124,0.143,0,0,3389,3110,1,1854872-U2OS-0007_WellI05_Point01,WT (U2OS),Estradiol,100,1854872-U2OS-0007,weights[1]
0,0,0,0.001,0,0,1239,702,1,1854872-U2OS-0007_WellI05_Point01,WT (U2OS),Estradiol,100,1854872-U2OS-0007,weights[2]
0.139,0.004,0.131,0.147,0,0,2531,2613,1,1854872-U2OS-0007_WellI05_Point01,WT (U2OS),Estradiol,100,1854872-U2OS-0007,koff_slow
0.859,0.011,0.839,0.879,0,0,3324,2781,1,1854872-U2OS-0007_WellI05_Point01,WT (U2OS),Estradiol,100,1854872-U2OS-0007,koff_fast
0.888,0.01,0.869,0.905,0,0,2469,3157,1,1854872-U2OS-0007_WellF04_Point00,WT (U2OS),DMSO,0,1854872-U2OS-0007,weights[0]
0.111,0.009,0.094,0.129,0,0,2532,3170,1,1854872-U2OS-0007_WellF04_Point00,WT (U2OS),DMSO,0,1854872-U2OS-0007,weights[1]
0.001,0.001,0,0.002,0,0,1480,1102,1,1854872-U2OS-0007_WellF04_Point00,WT (U2OS),DMSO,0,1854872-U2OS-0007,weights[2]
0.165,0.012,0.143,0.186,0,0,2006,1893,1,1854872-U2OS-0007_WellF04_Point00,WT (U2OS),DMSO,0,1854872-U2OS-0007,koff_slow
1.059,0.026,1.01,1.105,0,0,2819,2508,1,1854872-U2OS-0007_WellF04_Point00,WT (U2OS),DMSO,0,1854872-U2OS-0007,koff_fast
0.718,0.031,0.658,0.773,0.001,0,2724,2836,1,1854872-U2OS-0007_WellG02_Point00,H2B,DMSO,0,1854872-U2OS-0007,weights[0]
0.28,0.03,0.223,0.336,0.001,0,2813,2881,1,1854872-U2OS-0007_WellG02_Point00,H2B,DMSO,0,1854872-U2OS-0007,weights[1]
0.003,0.002,0,0.007,0,0,1736,1300,1,1854872-U2OS-0007_WellG02_Point00,H2B,DMSO,0,1854872-U2OS-0007,weights[2]
0.136,0.014,0.112,0.162,0,0,2351,2601,1,1854872-U2OS-0007_WellG02_Point00,H2B,DMSO,0,1854872-U2OS-0007,koff_slow
0.877,0.067,0.756,1.005,0.001,0.001,2478,2724,1,1854872-U2OS-0007_WellG02_Point00,H2B,DMSO,0,1854872-U2OS-0007,koff_fast
0.883,0.014,0.858,0.909,0,0,3169,3196,1,1854872-U2OS-0007_WellI06_Point01,SOF1 (U2OS),DMSO,0,1854872-U2OS-0007,weights[0]
0.116,0.014,0.09,0.141,0,0,3187,3200,1,1854872-U2OS-0007_WellI06_Point01,SOF1 (U2OS),DMSO,0,1854872-U2OS-0007,weights[1]
0.001,0,0,0.001,0,0,1727,1601,1,1854872-U2OS-0007_WellI06_Point01,SOF1 (U2OS),DMSO,0,1854872-U2OS-0007,weights[2]
0.175,0.015,0.15,0.206,0,0,3319,2613,1,1854872-U2OS-0007_WellI06_Point01,SOF1 (U2OS),DMSO,0,1854872-U2OS-0007,koff_slow
1.037,0.035,0.969,1.101,0.001,0,2662,2405,1,1854872-U2OS-0007_WellI06_Point01,SOF1 (U2OS),DMSO,0,1854872-U2OS-0007,koff_fast
0.902,0.011,0.88,0.921,0,0,2458,3446,1,1854872-U2OS-0007_WellH04_Point00,WT (U2OS),DMSO,0,1854872-U2OS-0007,weights[0]
0.097,0.011,0.077,0.118,0,0,2681,3203,1,1854872-U2OS-0007_WellH04_Point00,WT (U2OS),DMSO,0,1854872-U2OS-0007,weights[1]
0.002,0.001,0,0.004,0,0,1342,1116,1,1854872-U2OS-0007_WellH04_Point00,WT (U2OS),DMSO,0,1854872-U2OS-0007,weights[2]
0.141,0.016,0.112,0.17,0,0,1786,2787,1,1854872-U2OS-0007_WellH04_Point00,WT (U2OS),DMSO,0,1854872-U2OS-0007,koff_slow
1.025,0.032,0.965,1.084,0.001,0,2468,2646,1,1854872-U2OS-0007_WellH04_Point00,WT (U2OS),DMSO,0,1854872-U2OS-0007,koff_fast
0.875,0.016,0.845,0.906,0,0,2945,2834,1,1854872-U2OS-0007_WellF12_Point00,DBM (U2OS),DMSO,0,1854872-U2OS-0007,weights[0]
0.123,0.016,0.092,0.151,0,0,3049,2941,1,1854872-U2OS-0007_WellF12_Point00,DBM (U2OS),DMSO,0,1854872-U2OS-0007,weights[1]
0.003,0.001,0,0.005,0,0,1806,1153,1,1854872-U2OS-0007_WellF12_Point00,DBM (U2OS),DMSO,0,1854872-U2OS-0007,weights[2]
0.181,0.02,0.146,0.22,0,0,2779,2819,1,1854872-U2OS-0007_WellF12_Point00,DBM (U2OS),DMSO,0,1854872-U2OS-0007,koff_slow
1.154,0.045,1.071,1.24,0.001,0.001,2906,2829,1,1854872-U2OS-0007_WellF12_Point00,DBM (U2OS),DMSO,0,1854872-U2OS-0007,koff_fast
0.896,0.009,0.88,0.913,0,0,2954,3003,1,1854872-U2OS-0007_WellE12_Point01,DBM (U2OS),DMSO,0,1854872-U2OS-0007,weights[0]
0.103,0.009,0.087,0.121,0,0,3004,3051,1,1854872-U2OS-0007_WellE12_Point01,DBM (U2OS),DMSO,0,1854872-U2OS-0007,weights[1]
0,0,0,0.001,0,0,1524,1036,1,1854872-U2OS-0007_WellE12_Point01,DBM (U2OS),DMSO,0,1854872-U2OS-0007,weights[2]
0.162,0.011,0.141,0.182,0,0,3210,3268,1,1854872-U2OS-0007_WellE12_Point01,DBM (U2OS),DMSO,0,1854872-U2OS-0007,koff_slow
1.112,0.027,1.063,1.164,0,0,3615,2783,1,1854872-U2OS-0007_WellE12_Point01,DBM (U2OS),DMSO,0,1854872-U2OS-0007,koff_fast
0.864,0.014,0.836,0.889,0,0,2873,3191,1,1854872-U2OS-0007_WellI08_Point01,SOF2 (U2OS),DMSO,0,1854872-U2OS-0007,weights[0]
0.135,0.014,0.11,0.162,0,0,2972,3321,1,1854872-U2OS-0007_WellI08_Point01,SOF2 (U2OS),DMSO,0,1854872-U2OS-0007,weights[1]
0.001,0.001,0,0.003,0,0,1426,990,1,1854872-U2OS-0007_WellI08_Point01,SOF2 (U2OS),DMSO,0,1854872-U2OS-0007,weights[2]
0.157,0.014,0.131,0.182,0,0,2432,2599,1,1854872-U2OS-0007_WellI08_Point01,SOF2 (U2OS),DMSO,0,1854872-U2OS-0007,koff_slow
1.045,0.039,0.974,1.121,0.001,0.001,2999,2582,1,1854872-U2OS-0007_WellI08_Point01,SOF2 (U2OS),DMSO,0,1854872-U2OS-0007,koff_fast
0.901,0.008,0.885,0.916,0,0,2733,3432,1,1854872-U2OS-0007_WellE04_Point00,WT (U2OS),DMSO,0,1854872-U2OS-0007,weights[0]
0.098,0.008,0.083,0.113,0,0,2940,3048,1,1854872-U2OS-0007_WellE04_Point00,WT (U2OS),DMSO,0,1854872-U2OS-0007,weights[1]
0.001,0,0,0.002,0,0,1429,1040,1,1854872-U2OS-0007_WellE04_Point00,WT (U2OS),DMSO,0,1854872-U2OS-0007,weights[2]
0.204,0.013,0.181,0.229,0,0,2318,2425,1,1854872-U2OS-0007_WellE04_Point00,WT (U2OS),DMSO,0,1854872-U2OS-0007,koff_slow
1.091,0.02,1.053,1.129,0,0,3061,2694,1,1854872-U2OS-0007_WellE04_Point00,WT (U2OS),DMSO,0,1854872-U2OS-0007,koff_fast
0.763,0.025,0.718,0.812,0,0,3166,3032,1,1854872-U2OS-0007_WellG02_Point01,H2B,DMSO,0,1854872-U2OS-0007,weights[0]
0.235,0.025,0.19,0.284,0,0,3182,2939,1,1854872-U2OS-0007_WellG02_Point01,H2B,DMSO,0,1854872-U2OS-0007,weights[1]
0.002,0.002,0,0.006,0,0,1794,1224,1,1854872-U2OS-0007_WellG02_Point01,H2B,DMSO,0,1854872-U2OS-0007,weights[2]
0.121,0.011,0.099,0.142,0,0,3036,2897,1,1854872-U2OS-0007_WellG02_Point01,H2B,DMSO,0,1854872-U2OS-0007,koff_slow
0.938,0.062,0.817,1.048,0.001,0.001,2834,2998,1,1854872-U2OS-0007_WellG02_Point01,H2B,DMSO,0,1854872-U2OS-0007,koff_fast
0.895,0.009,0.877,0.912,0,0,3166,3193,1,1854872-U2OS-0007_WellH10_Point00,SOF3 (U2OS),DMSO,0,1854872-U2OS-0007,weights[0]
0.104,0.009,0.086,0.121,0,0,3481,3252,1,1854872-U2OS-0007_WellH10_Point00,SOF3 (U2OS),DMSO,0,1854872-U2OS-0007,weights[1]
0.001,0.001,0,0.003,0,0,1311,1153,1,1854872-U2OS-0007_WellH10_Point00,SOF3 (U2OS),DMSO,0,1854872-U2OS-0007,weights[2]
0.147,0.012,0.127,0.169,0,0,2648,2906,1,1854872-U2OS-0007_WellH10_Point00,SOF3 (U2OS),DMSO,0,1854872-U2OS-0007,koff_slow
1.077,0.028,1.023,1.129,0.001,0,2803,2666,1,1854872-U2OS-0007_WellH10_Point00,SOF3 (U2OS),DMSO,0,1854872-U2OS-0007,koff_fast
0.862,0.005,0.852,0.872,0,0,2905,2677,1,1854872-U2OS-0007_WellI05_Point00,WT (U2OS),Estradiol,100,1854872-U2OS-0007,weights[0]
0.137,0.005,0.127,0.147,0,0,3002,2754,1,1854872-U2OS-0007_WellI05_Point00,WT (U2OS),Estradiol,100,1854872-U2OS-0007,weights[1]
0.001,0,0,0.001,0,0,1301,964,1,1854872-U2OS-0007_WellI05_Point00,WT (U2OS),Estradiol,100,1854872-U2OS-0007,weights[2]
0.155,0.005,0.146,0.164,0,0,2243,2398,1,1854872-U2OS-0007_WellI05_Point00,WT (U2OS),Estradiol,100,1854872-U2OS-0007,koff_slow
0.87,0.011,0.851,0.891,0,0,2794,2796,1,1854872-U2OS-0007_WellI05_Point00,WT (U2OS),Estradiol,100,1854872-U2OS-0007,koff_fast
0.857,0.004,0.851,0.864,0,0,3076,2939,1,1854872-U2OS-0007_WellI11_Point00,SOF3 (U2OS),Estradiol,100,1854872-U2OS-0007,weights[0]
0.142,0.003,0.135,0.148,0,0,3201,2985,1,1854872-U2OS-0007_WellI11_Point00,SOF3 (U2OS),Estradiol,100,1854872-U2OS-0007,weights[1]
0.001,0,0.001,0.001,0,0,1958,1720,1,1854872-U2OS-0007_WellI11_Point00,SOF3 (U2OS),Estradiol,100,1854872-U2OS-0007,weights[2]
0.145,0.003,0.139,0.15,0,0,2590,2936,1,1854872-U2OS-0007_WellI11_Point00,SOF3 (U2OS),Estradiol,100,1854872-U2OS-0007,koff_slow
0.876,0.007,0.862,0.89,0,0,2658,2563,1,1854872-U2OS-0007_WellI11_Point00,SOF3 (U2OS),Estradiol,100,1854872-U2OS-0007,koff_fast
0.855,0.015,0.826,0.883,0,0,2205,2685,1,1854872-U2OS-0007_WellJ04_Point00,WT (U2OS),DMSO,0,1854872-U2OS-0007,weights[0]
0.143,0.015,0.115,0.172,0,0,2291,2482,1,1854872-U2OS-0007_WellJ04_Point00,WT (U2OS),DMSO,0,1854872-U2OS-0007,weights[1]
0.002,0.001,0,0.004,0,0,1479,1139,1,1854872-U2OS-0007_WellJ04_Point00,WT (U2OS),DMSO,0,1854872-U2OS-0007,weights[2]
0.159,0.014,0.133,0.185,0,0,1818,1774,1,1854872-U2OS-0007_WellJ04_Point00,WT (U2OS),DMSO,0,1854872-U2OS-0007,koff_slow
1.028,0.039,0.957,1.102,0.001,0.001,2337,2487,1,1854872-U2OS-0007_WellJ04_Point00,WT (U2OS),DMSO,0,1854872-U2OS-0007,koff_fast
0.887,0.014,0.86,0.911,0,0,3032,3141,1,1854872-U2OS-0007_WellI04_Point00,WT (U2OS),DMSO,0,1854872-U2OS-0007,weights[0]
0.111,0.014,0.087,0.136,0,0,3158,3043,1,1854872-U2OS-0007_WellI04_Point00,WT (U2OS),DMSO,0,1854872-U2OS-0007,weights[1]
0.002,0.001,0,0.004,0,0,1537,1318,1,1854872-U2OS-0007_WellI04_Point00,WT (U2OS),DMSO,0,1854872-U2OS-0007,weights[2]
0.154,0.017,0.122,0.184,0,0,2383,2849,1,1854872-U2OS-0007_WellI04_Point00,WT (U2OS),DMSO,0,1854872-U2OS-0007,koff_slow
1.08,0.04,1.006,1.158,0.001,0.001,3097,2829,1,1854872-U2OS-0007_WellI04_Point00,WT (U2OS),DMSO,0,1854872-U2OS-0007,koff_fast
0.839,0.004,0.832,0.846,0,0,2604,2940,1,1854872-U2OS-0007_WellF09_Point00,SOF2 (U2OS),Estradiol,100,1854872-U2OS-0007,weights[0]
0.16,0.004,0.153,0.167,0,0,2672,2985,1,1854872-U2OS-0007_WellF09_Point00,SOF2 (U2OS),Estradiol,100,1854872-U2OS-0007,weights[1]
0.001,0,0.001,0.002,0,0,1964,2072,1,1854872-U2OS-0007_WellF09_Point00,SOF2 (U2OS),Estradiol,100,1854872-U2OS-0007,weights[2]
0.143,0.003,0.138,0.148,0,0,2376,2744,1,1854872-U2OS-0007_WellF09_Point00,SOF2 (U2OS),Estradiol,100,1854872-U2OS-0007,koff_slow
0.855,0.008,0.841,0.869,0,0,2700,2878,1,1854872-U2OS-0007_WellF09_Point00,SOF2 (U2OS),Estradiol,100,1854872-U2OS-0007,koff_fast
0.874,0.014,0.849,0.902,0,0,2492,2510,1,1854872-U2OS-0007_WellI12_Point00,DBM (U2OS),DMSO,0,1854872-U2OS-0007,weights[0]
0.125,0.014,0.097,0.15,0,0,2559,2565,1,1854872-U2OS-0007_WellI12_Point00,DBM (U2OS),DMSO,0,1854872-U2OS-0007,weights[1]
0.001,0.001,0,0.002,0,0,1180,789,1.01,1854872-U2OS-0007_WellI12_Point00,DBM (U2OS),DMSO,0,1854872-U2OS-0007,weights[2]
0.159,0.014,0.132,0.184,0,0,2683,2536,1,1854872-U2OS-0007_WellI12_Point00,DBM (U2OS),DMSO,0,1854872-U2OS-0007,koff_slow
1.005,0.036,0.941,1.077,0.001,0,2812,2229,1,1854872-U2OS-0007_WellI12_Point00,DBM (U2OS),DMSO,0,1854872-U2OS-0007,koff_fast
0.89,0.01,0.87,0.907,0,0,2979,2946,1,1854872-U2OS-0007_WellH10_Point01,SOF3 (U2OS),DMSO,0,1854872-U2OS-0007,weights[0]
0.11,0.01,0.092,0.129,0,0,3013,2969,1,1854872-U2OS-0007_WellH10_Point01,SOF3 (U2OS),DMSO,0,1854872-U2OS-0007,weights[1]
0,0,0,0.001,0,0,1413,1242,1,1854872-U2OS-0007_WellH10_Point01,SOF3 (U2OS),DMSO,0,1854872-U2OS-0007,weights[2]
0.164,0.012,0.143,0.187,0,0,2804,2582,1,1854872-U2OS-0007_WellH10_Point01,SOF3 (U2OS),DMSO,0,1854872-U2OS-0007,koff_slow
1.126,0.03,1.072,1.185,0.001,0,2959,2619,1,1854872-U2OS-0007_WellH10_Point01,SOF3 (U2OS),DMSO,0,1854872-U2OS-0007,koff_fast
0.891,0.01,0.873,0.908,0,0,2794,2929,1,1854872-U2OS-0007_WellF10_Point00,SOF3 (U2OS),DMSO,0,1854872-U2OS-0007,weights[0]
0.109,0.01,0.091,0.126,0,0,2826,2853,1,1854872-U2OS-0007_WellF10_Point00,SOF3 (U2OS),DMSO,0,1854872-U2OS-0007,weights[1]
0,0,0,0.001,0,0,1416,1109,1,1854872-U2OS-0007_WellF10_Point00,SOF3 (U2OS),DMSO,0,1854872-U2OS-0007,weights[2]
0.165,0.011,0.143,0.185,0,0,2585,2491,1,1854872-U2OS-0007_WellF10_Point00,SOF3 (U2OS),DMSO,0,1854872-U2OS-0007,koff_slow
1.084,0.027,1.034,1.131,0.001,0,2489,2419,1,1854872-U2OS-0007_WellF10_Point00,SOF3 (U2OS),DMSO,0,1854872-U2OS-0007,koff_fast
0.889,0.01,0.871,0.907,0,0,3014,3053,1,1854872-U2OS-0007_WellE06_Point01,SOF1 (U2OS),DMSO,0,1854872-U2OS-0007,weights[0]
0.109,0.01,0.092,0.127,0,0,3116,3208,1,1854872-U2OS-0007_WellE06_Point01,SOF1 (U2OS),DMSO,0,1854872-U2OS-0007,weights[1]
0.002,0.001,0,0.003,0,0,1884,1589,1,1854872-U2OS-0007_WellE06_Point01,SOF1 (U2OS),DMSO,0,1854872-U2OS-0007,weights[2]
0.173,0.012,0.15,0.195,0,0,2969,2657,1,1854872-U2OS-0007_WellE06_Point01,SOF1 (U2OS),DMSO,0,1854872-U2OS-0007,koff_slow
1.085,0.026,1.039,1.136,0,0,3355,2773,1,1854872-U2OS-0007_WellE06_Point01,SOF1 (U2OS),DMSO,0,1854872-U2OS-0007,koff_fast
0.873,0.014,0.847,0.9,0,0,3459,3131,1,1854872-U2OS-0007_WellJ08_Point01,SOF2 (U2OS),DMSO,0,1854872-U2OS-0007,weights[0]
0.125,0.014,0.098,0.15,0,0,3700,2762,1,1854872-U2OS-0007_WellJ08_Point01,SOF2 (U2OS),DMSO,0,1854872-U2OS-0007,weights[1]
0.002,0.001,0,0.004,0,0,2251,1905,1,1854872-U2OS-0007_WellJ08_Point01,SOF2 (U2OS),DMSO,0,1854872-U2OS-0007,weights[2]
0.168,0.015,0.14,0.196,0,0,2865,2656,1,1854872-U2OS-0007_WellJ08_Point01,SOF2 (U2OS),DMSO,0,1854872-U2OS-0007,koff_slow
1.038,0.035,0.972,1.1,0.001,0,3742,3159,1,1854872-U2OS-0007_WellJ08_Point01,SOF2 (U2OS),DMSO,0,1854872-U2OS-0007,koff_fast
0.897,0.007,0.884,0.909,0,0,2672,2458,1,1854872-U2OS-0007_WellE08_Point00,SOF2 (U2OS),DMSO,0,1854872-U2OS-0007,weights[0]
0.103,0.006,0.091,0.115,0,0,2732,2432,1,1854872-U2OS-0007_WellE08_Point00,SOF2 (U2OS),DMSO,0,1854872-U2OS-0007,weights[1]
0,0,0,0.001,0,0,1155,868,1,1854872-U2OS-0007_WellE08_Point00,SOF2 (U2OS),DMSO,0,1854872-U2OS-0007,weights[2]
0.167,0.008,0.152,0.183,0,0,2478,2369,1,1854872-U2OS-0007_WellE08_Point00,SOF2 (U2OS),DMSO,0,1854872-U2OS-0007,koff_slow
1.054,0.018,1.021,1.087,0,0,2330,2354,1,1854872-U2OS-0007_WellE08_Point00,SOF2 (U2OS),DMSO,0,1854872-U2OS-0007,koff_fast
0.874,0.009,0.858,0.892,0,0,2789,2969,1,1854872-U2OS-0007_WellF08_Point00,SOF2 (U2OS),DMSO,0,1854872-U2OS-0007,weights[0]
0.125,0.009,0.107,0.141,0,0,2837,3015,1,1854872-U2OS-0007_WellF08_Point00,SOF2 (U2OS),DMSO,0,1854872-U2OS-0007,weights[1]
0.001,0,0,0.002,0,0,2099,1550,1,1854872-U2OS-0007_WellF08_Point00,SOF2 (U2OS),DMSO,0,1854872-U2OS-0007,weights[2]
0.199,0.012,0.177,0.22,0,0,2474,2325,1,1854872-U2OS-0007_WellF08_Point00,SOF2 (U2OS),DMSO,0,1854872-U2OS-0007,koff_slow
1.144,0.024,1.098,1.189,0,0,2892,2558,1,1854872-U2OS-0007_WellF08_Point00,SOF2 (U2OS),DMSO,0,1854872-U2OS-0007,koff_fast
0.867,0.004,0.859,0.874,0,0,2717,2947,1,1854872-U2OS-0007_WellF13_Point00,DBM (U2OS),Estradiol,100,1854872-U2OS-0007,weights[0]
0.133,0.004,0.125,0.14,0,0,2845,3113,1,1854872-U2OS-0007_WellF13_Point00,DBM (U2OS),Estradiol,100,1854872-U2OS-0007,weights[1]
0,0,0,0.001,0,0,1412,987,1,1854872-U2OS-0007_WellF13_Point00,DBM (U2OS),Estradiol,100,1854872-U2OS-0007,weights[2]
0.136,0.004,0.129,0.143,0,0,2280,2522,1,1854872-U2OS-0007_WellF13_Point00,DBM (U2OS),Estradiol,100,1854872-U2OS-0007,koff_slow
0.944,0.01,0.924,0.963,0,0,2672,2521,1,1854872-U2OS-0007_WellF13_Point00,DBM (U2OS),Estradiol,100,1854872-U2OS-0007,koff_fast
0.783,0.036,0.712,0.845,0.001,0.001,2297,2430,1,1854872-U2OS-0007_WellH02_Point01,H2B,DMSO,0,1854872-U2OS-0007,weights[0]
0.213,0.035,0.151,0.281,0.001,0.001,2547,2452,1,1854872-U2OS-0007_WellH02_Point01,H2B,DMSO,0,1854872-U2OS-0007,weights[1]
0.005,0.003,0,0.01,0,0,1094,652,1,1854872-U2OS-0007_WellH02_Point01,H2B,DMSO,0,1854872-U2OS-0007,weights[2]
0.14,0.019,0.105,0.174,0,0,1993,2617,1,1854872-U2OS-0007_WellH02_Point01,H2B,DMSO,0,1854872-U2OS-0007,koff_slow
0.766,0.06,0.655,0.876,0.001,0.001,2848,2303,1,1854872-U2OS-0007_WellH02_Point01,H2B,DMSO,0,1854872-U2OS-0007,koff_fast
0.881,0.015,0.852,0.909,0,0,2772,2997,1,1854872-U2OS-0007_WellH12_Point01,DBM (U2OS),DMSO,0,1854872-U2OS-0007,weights[0]
0.118,0.015,0.091,0.146,0,0,2875,3282,1,1854872-U2OS-0007_WellH12_Point01,DBM (U2OS),DMSO,0,1854872-U2OS-0007,weights[1]
0.002,0.001,0,0.004,0,0,1780,1222,1,1854872-U2OS-0007_WellH12_Point01,DBM (U2OS),DMSO,0,1854872-U2OS-0007,weights[2]
0.147,0.017,0.116,0.18,0,0,2442,2752,1,1854872-U2OS-0007_WellH12_Point01,DBM (U2OS),DMSO,0,1854872-U2OS-0007,koff_slow
1.038,0.04,0.96,1.114,0.001,0.001,2702,2183,1,1854872-U2OS-0007_WellH12_Point01,DBM (U2OS),DMSO,0,1854872-U2OS-0007,koff_fast
0.885,0.008,0.868,0.9,0,0,2649,2827,1,1854872-U2OS-0007_WellF08_Point01,SOF2 (U2OS),DMSO,0,1854872-U2OS-0007,weights[0]
0.114,0.008,0.099,0.13,0,0,2783,2829,1,1854872-U2OS-0007_WellF08_Point01,SOF2 (U2OS),DMSO,0,1854872-U2OS-0007,weights[1]
0.001,0.001,0,0.002,0,0,1116,718,1,1854872-U2OS-0007_WellF08_Point01,SOF2 (U2OS),DMSO,0,1854872-U2OS-0007,weights[2]
0.171,0.01,0.153,0.191,0,0,2164,2687,1,1854872-U2OS-0007_WellF08_Point01,SOF2 (U2OS),DMSO,0,1854872-U2OS-0007,koff_slow
1.071,0.022,1.029,1.112,0,0,2674,2601,1,1854872-U2OS-0007_WellF08_Point01,SOF2 (U2OS),DMSO,0,1854872-U2OS-0007,koff_fast
0.876,0.011,0.855,0.896,0,0,2892,2915,1,1854872-U2OS-0007_WellF04_Point01,WT (U2OS),DMSO,0,1854872-U2OS-0007,weights[0]
