mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,fov_id_str,Cell Line ID,Molecule Name,Molecule Concentration,plate_barcode,parameter
0.86,0.008,0.845,0.874,0,0,2975,2619,1,1854872-U2OS-0002_WellG10_Point00,SOF3 (U2OS),DMSO,0,1854872-U2OS-0002,weights[0]
0.139,0.008,0.125,0.153,0,0,3151,2840,1,1854872-U2OS-0002_WellG10_Point00,SOF3 (U2OS),DMSO,0,1854872-U2OS-0002,weights[1]
0.001,0.001,0,0.003,0,0,1605,1193,1,1854872-U2OS-0002_WellG10_Point00,SOF3 (U2OS),DMSO,0,1854872-U2OS-0002,weights[2]
0.156,0.008,0.142,0.171,0,0,2296,2369,1,1854872-U2OS-0002_WellG10_Point00,SOF3 (U2OS),DMSO,0,1854872-U2OS-0002,koff_slow
1.049,0.021,1.013,1.091,0,0,2929,2890,1,1854872-U2OS-0002_WellG10_Point00,SOF3 (U2OS),DMSO,0,1854872-U2OS-0002,koff_fast
0.889,0.006,0.878,0.899,0,0,3031,2802,1,1854872-U2OS-0002_WellG10_Point02,SOF3 (U2OS),DMSO,0,1854872-U2OS-0002,weights[0]
0.111,0.006,0.101,0.122,0,0,3177,2915,1,1854872-U2OS-0002_WellG10_Point02,SOF3 (U2OS),DMSO,0,1854872-U2OS-0002,weights[1]
0.001,0,0,0.001,0,0,1007,644,1,1854872-U2OS-0002_WellG10_Point02,SOF3 (U2OS),DMSO,0,1854872-U2OS-0002,weights[2]
0.13,0.006,0.12,0.142,0,0,2141,2188,1,1854872-U2OS-0002_WellG10_Point02,SOF3 (U2OS),DMSO,0,1854872-U2OS-0002,koff_slow
1.059,0.018,1.027,1.092,0,0,2819,2308,1,1854872-U2OS-0002_WellG10_Point02,SOF3 (U2OS),DMSO,0,1854872-U2OS-0002,koff_fast
0.866,0.008,0.85,0.881,0,0,3251,3146,1,1854872-U2OS-0002_WellF04_Point00,WT (U2OS),DMSO,0,1854872-U2OS-0002,weights[0]
0.131,0.008,0.116,0.147,0,0,3420,3298,1,1854872-U2OS-0002_WellF04_Point00,WT (U2OS),DMSO,0,1854872-U2OS-0002,weights[1]
0.002,0.001,0.001,0.004,0,0,2256,1923,1,1854872-U2OS-0002_WellF04_Point00,WT (U2OS),DMSO,0,1854872-U2OS-0002,weights[2]
0.155,0.009,0.139,0.172,0,0,2665,2809,1,1854872-U2OS-0002_WellF04_Point00,WT (U2OS),DMSO,0,1854872-U2OS-0002,koff_slow
1.044,0.023,1.001,1.084,0,0,3394,3063,1,1854872-U2OS-0002_WellF04_Point00,WT (U2OS),DMSO,0,1854872-U2OS-0002,koff_fast
0.856,0.008,0.842,0.872,0,0,2971,2935,1,1854872-U2OS-0002_WellF04_Point03,WT (U2OS),DMSO,0,1854872-U2OS-0002,weights[0]
0.143,0.008,0.128,0.158,0,0,3065,3064,1,1854872-U2OS-0002_WellF04_Point03,WT (U2OS),DMSO,0,1854872-U2OS-0002,weights[1]
0.001,0,0,0.002,0,0,1157,936,1,1854872-U2OS-0002_WellF04_Point03,WT (U2OS),DMSO,0,1854872-U2OS-0002,weights[2]
0.151,0.007,0.137,0.164,0,0,2564,2440,1,1854872-U2OS-0002_WellF04_Point03,WT (U2OS),DMSO,0,1854872-U2OS-0002,koff_slow
1.09,0.023,1.043,1.131,0,0,2634,2543,1,1854872-U2OS-0002_WellF04_Point03,WT (U2OS),DMSO,0,1854872-U2OS-0002,koff_fast
0.83,0.004,0.823,0.837,0,0,2853,3226,1,1854872-U2OS-0002_WellF07_Point03,SOF1 (U2OS),Estradiol,100,1854872-U2OS-0002,weights[0]
0.168,0.004,0.161,0.175,0,0,3029,3369,1,1854872-U2OS-0002_WellF07_Point03,SOF1 (U2OS),Estradiol,100,1854872-U2OS-0002,weights[1]
0.002,0,0.001,0.003,0,0,1602,1718,1,1854872-U2OS-0002_WellF07_Point03,SOF1 (U2OS),Estradiol,100,1854872-U2OS-0002,weights[2]
0.122,0.003,0.117,0.127,0,0,1960,2621,1,1854872-U2OS-0002_WellF07_Point03,SOF1 (U2OS),Estradiol,100,1854872-U2OS-0002,koff_slow
0.856,0.008,0.841,0.872,0,0,2541,2847,1,1854872-U2OS-0002_WellF07_Point03,SOF1 (U2OS),Estradiol,100,1854872-U2OS-0002,koff_fast
0.857,0.009,0.841,0.873,0,0,2817,3102,1,1854872-U2OS-0002_WellG08_Point03,SOF2 (U2OS),DMSO,0,1854872-U2OS-0002,weights[0]
0.141,0.009,0.126,0.158,0,0,2934,3177,1,1854872-U2OS-0002_WellG08_Point03,SOF2 (U2OS),DMSO,0,1854872-U2OS-0002,weights[1]
0.002,0.001,0.001,0.003,0,0,1857,1616,1,1854872-U2OS-0002_WellG08_Point03,SOF2 (U2OS),DMSO,0,1854872-U2OS-0002,weights[2]
0.158,0.009,0.141,0.173,0,0,2347,2735,1,1854872-U2OS-0002_WellG08_Point03,SOF2 (U2OS),DMSO,0,1854872-U2OS-0002,koff_slow
1.073,0.024,1.027,1.118,0,0,2662,2660,1,1854872-U2OS-0002_WellG08_Point03,SOF2 (U2OS),DMSO,0,1854872-U2OS-0002,koff_fast
0.888,0.007,0.875,0.901,0,0,2697,3162,1,1854872-U2OS-0002_WellF08_Point02,SOF2 (U2OS),DMSO,0,1854872-U2OS-0002,weights[0]
0.111,0.007,0.098,0.124,0,0,2814,3389,1,1854872-U2OS-0002_WellF08_Point02,SOF2 (U2OS),DMSO,0,1854872-U2OS-0002,weights[1]
0.001,0.001,0,0.002,0,0,1419,1345,1,1854872-U2OS-0002_WellF08_Point02,SOF2 (U2OS),DMSO,0,1854872-U2OS-0002,weights[2]
0.16,0.009,0.144,0.176,0,0,1850,2225,1,1854872-U2OS-0002_WellF08_Point02,SOF2 (U2OS),DMSO,0,1854872-U2OS-0002,koff_slow
1.079,0.019,1.043,1.115,0,0,2660,2740,1,1854872-U2OS-0002_WellF08_Point02,SOF2 (U2OS),DMSO,0,1854872-U2OS-0002,koff_fast
0.826,0.004,0.82,0.833,0,0,2538,2664,1,1854872-U2OS-0002_WellF05_Point00,WT (U2OS),Estradiol,100,1854872-U2OS-0002,weights[0]
0.172,0.004,0.165,0.179,0,0,2670,2901,1,1854872-U2OS-0002_WellF05_Point00,WT (U2OS),Estradiol,100,1854872-U2OS-0002,weights[1]
0.002,0,0.001,0.002,0,0,2089,2315,1,1854872-U2OS-0002_WellF05_Point00,WT (U2OS),Estradiol,100,1854872-U2OS-0002,weights[2]
0.124,0.002,0.119,0.128,0,0,2062,2332,1,1854872-U2OS-0002_WellF05_Point00,WT (U2OS),Estradiol,100,1854872-U2OS-0002,koff_slow
0.843,0.008,0.829,0.857,0,0,2577,2770,1,1854872-U2OS-0002_WellF05_Point00,WT (U2OS),Estradiol,100,1854872-U2OS-0002,koff_fast
0.894,0.007,0.882,0.907,0,0,2984,2851,1,1854872-U2OS-0002_WellE06_Point01,SOF1 (U2OS),DMSO,0,1854872-U2OS-0002,weights[0]
0.106,0.007,0.093,0.118,0,0,3012,2847,1,1854872-U2OS-0002_WellE06_Point01,SOF1 (U2OS),DMSO,0,1854872-U2OS-0002,weights[1]
0,0,0,0.001,0,0,1342,866,1,1854872-U2OS-0002_WellE06_Point01,SOF1 (U2OS),DMSO,0,1854872-U2OS-0002,weights[2]
0.156,0.008,0.142,0.171,0,0,2617,2512,1,1854872-U2OS-0002_WellE06_Point01,SOF1 (U2OS),DMSO,0,1854872-U2OS-0002,koff_slow
1.081,0.02,1.046,1.119,0,0,2538,2570,1,1854872-U2OS-0002_WellE06_Point01,SOF1 (U2OS),DMSO,0,1854872-U2OS-0002,koff_fast
0.831,0.004,0.824,0.838,0,0,3078,3195,1,1854872-U2OS-0002_WellG07_Point02,SOF1 (U2OS),Estradiol,100,1854872-U2OS-0002,weights[0]
0.168,0.004,0.161,0.175,0,0,3167,3116,1,1854872-U2OS-0002_WellG07_Point02,SOF1 (U2OS),Estradiol,100,1854872-U2OS-0002,weights[1]
0.001,0,0,0.001,0,0,2006,1891,1,1854872-U2OS-0002_WellG07_Point02,SOF1 (U2OS),Estradiol,100,1854872-U2OS-0002,weights[2]
0.123,0.002,0.119,0.127,0,0,2912,2656,1,1854872-U2OS-0002_WellG07_Point02,SOF1 (U2OS),Estradiol,100,1854872-U2OS-0002,koff_slow
0.853,0.008,0.839,0.869,0,0,3567,2882,1,1854872-U2OS-0002_WellG07_Point02,SOF1 (U2OS),Estradiol,100,1854872-U2OS-0002,koff_fast
0.844,0.003,0.838,0.85,0,0,2835,3207,1,1854872-U2OS-0002_WellF11_Point01,SOF3 (U2OS),Estradiol,100,1854872-U2OS-0002,weights[0]
0.154,0.003,0.148,0.16,0,0,2943,3268,1,1854872-U2OS-0002_WellF11_Point01,SOF3 (U2OS),Estradiol,100,1854872-U2OS-0002,weights[1]
0.002,0,0.001,0.002,0,0,2130,2419,1,1854872-U2OS-0002_WellF11_Point01,SOF3 (U2OS),Estradiol,100,1854872-U2OS-0002,weights[2]
0.134,0.003,0.129,0.138,0,0,2572,2655,1,1854872-U2OS-0002_WellF11_Point01,SOF3 (U2OS),Estradiol,100,1854872-U2OS-0002,koff_slow
0.86,0.007,0.847,0.873,0,0,2819,2732,1,1854872-U2OS-0002_WellF11_Point01,SOF3 (U2OS),Estradiol,100,1854872-U2OS-0002,koff_fast
0.843,0.003,0.838,0.849,0,0,2693,2825,1,1854872-U2OS-0002_WellF11_Point00,SOF3 (U2OS),Estradiol,100,1854872-U2OS-0002,weights[0]
0.155,0.003,0.15,0.16,0,0,2789,2744,1,1854872-U2OS-0002_WellF11_Point00,SOF3 (U2OS),Estradiol,100,1854872-U2OS-0002,weights[1]
0.002,0,0.001,0.002,0,0,1621,1516,1,1854872-U2OS-0002_WellF11_Point00,SOF3 (U2OS),Estradiol,100,1854872-U2OS-0002,weights[2]
0.144,0.002,0.14,0.148,0,0,2302,2698,1,1854872-U2OS-0002_WellF11_Point00,SOF3 (U2OS),Estradiol,100,1854872-U2OS-0002,koff_slow
0.875,0.006,0.864,0.886,0,0,2764,2684,1,1854872-U2OS-0002_WellF11_Point00,SOF3 (U2OS),Estradiol,100,1854872-U2OS-0002,koff_fast
0.834,0.004,0.826,0.841,0,0,3455,3232,1,1854872-U2OS-0002_WellE13_Point03,DBM (U2OS),Estradiol,100,1854872-U2OS-0002,weights[0]
0.164,0.004,0.157,0.172,0,0,3569,3222,1,1854872-U2OS-0002_WellE13_Point03,DBM (U2OS),Estradiol,100,1854872-U2OS-0002,weights[1]
0.002,0,0.001,0.002,0,0,2115,1783,1,1854872-U2OS-0002_WellE13_Point03,DBM (U2OS),Estradiol,100,1854872-U2OS-0002,weights[2]
0.114,0.003,0.109,0.119,0,0,2829,2503,1,1854872-U2OS-0002_WellE13_Point03,DBM (U2OS),Estradiol,100,1854872-U2OS-0002,koff_slow
0.939,0.01,0.918,0.957,0,0,3069,2410,1,1854872-U2OS-0002_WellE13_Point03,DBM (U2OS),Estradiol,100,1854872-U2OS-0002,koff_fast
0.887,0.008,0.873,0.902,0,0,2539,2826,1,1854872-U2OS-0002_WellG12_Point03,DBM (U2OS),DMSO,0,1854872-U2OS-0002,weights[0]
0.111,0.007,0.097,0.125,0,0,2661,2992,1,1854872-U2OS-0002_WellG12_Point03,DBM (U2OS),DMSO,0,1854872-U2OS-0002,weights[1]
0.001,0.001,0,0.003,0,0,1516,1202,1,1854872-U2OS-0002_WellG12_Point03,DBM (U2OS),DMSO,0,1854872-U2OS-0002,weights[2]
0.155,0.009,0.137,0.172,0,0,2308,2751,1,1854872-U2OS-0002_WellG12_Point03,DBM (U2OS),DMSO,0,1854872-U2OS-0002,koff_slow
1.071,0.021,1.029,1.109,0,0,2585,2382,1,1854872-U2OS-0002_WellG12_Point03,DBM (U2OS),DMSO,0,1854872-U2OS-0002,koff_fast
0.732,0.018,0.697,0.764,0,0,2428,2813,1,1854872-U2OS-0002_WellE02_Point00,H2B,DMSO,0,1854872-U2OS-0002,weights[0]
0.267,0.018,0.233,0.299,0,0,2608,2861,1,1854872-U2OS-0002_WellE02_Point00,H2B,DMSO,0,1854872-U2OS-0002,weights[1]
0.002,0.001,0,0.004,0,0,1269,1131,1,1854872-U2OS-0002_WellE02_Point00,H2B,DMSO,0,1854872-U2OS-0002,weights[2]
0.129,0.008,0.115,0.143,0,0,1730,1976,1,1854872-U2OS-0002_WellE02_Point00,H2B,DMSO,0,1854872-U2OS-0002,koff_slow
0.848,0.038,0.779,0.918,0.001,0.001,2509,2676,1,1854872-U2OS-0002_WellE02_Point00,H2B,DMSO,0,1854872-U2OS-0002,koff_fast
0.81,0.004,0.802,0.818,0,0,3062,3389,1,1854872-U2OS-0002_WellG05_Point03,WT (U2OS),Estradiol,100,1854872-U2OS-0002,weights[0]
0.188,0.004,0.18,0.196,0,0,3238,3390,1,1854872-U2OS-0002_WellG05_Point03,WT (U2OS),Estradiol,100,1854872-U2OS-0002,weights[1]
0.001,0,0.001,0.002,0,0,1678,1830,1,1854872-U2OS-0002_WellG05_Point03,WT (U2OS),Estradiol,100,1854872-U2OS-0002,weights[2]
0.117,0.002,0.112,0.121,0,0,2167,2712,1,1854872-U2OS-0002_WellG05_Point03,WT (U2OS),Estradiol,100,1854872-U2OS-0002,koff_slow
0.809,0.009,0.792,0.826,0,0,2708,2401,1,1854872-U2OS-0002_WellG05_Point03,WT (U2OS),Estradiol,100,1854872-U2OS-0002,koff_fast
0.846,0.004,0.84,0.853,0,0,3106,2643,1,1854872-U2OS-0002_WellE09_Point01,SOF2 (U2OS),Estradiol,100,1854872-U2OS-0002,weights[0]
0.153,0.004,0.146,0.159,0,0,3243,2721,1,1854872-U2OS-0002_WellE09_Point01,SOF2 (U2OS),Estradiol,100,1854872-U2OS-0002,weights[1]
0.001,0,0.001,0.002,0,0,1804,2081,1,1854872-U2OS-0002_WellE09_Point01,SOF2 (U2OS),Estradiol,100,1854872-U2OS-0002,weights[2]
0.129,0.003,0.124,0.134,0,0,2628,2775,1,1854872-U2OS-0002_WellE09_Point01,SOF2 (U2OS),Estradiol,100,1854872-U2OS-0002,koff_slow
0.832,0.007,0.819,0.846,0,0,3344,2958,1,1854872-U2OS-0002_WellE09_Point01,SOF2 (U2OS),Estradiol,100,1854872-U2OS-0002,koff_fast
0.818,0.004,0.811,0.826,0,0,3127,3188,1,1854872-U2OS-0002_WellG05_Point02,WT (U2OS),Estradiol,100,1854872-U2OS-0002,weights[0]
0.181,0.004,0.172,0.188,0,0,3239,2991,1,1854872-U2OS-0002_WellG05_Point02,WT (U2OS),Estradiol,100,1854872-U2OS-0002,weights[1]
0.001,0,0.001,0.002,0,0,2075,1835,1,1854872-U2OS-0002_WellG05_Point02,WT (U2OS),Estradiol,100,1854872-U2OS-0002,weights[2]
0.123,0.003,0.118,0.127,0,0,2490,2597,1,1854872-U2OS-0002_WellG05_Point02,WT (U2OS),Estradiol,100,1854872-U2OS-0002,koff_slow
0.815,0.009,0.801,0.833,0,0,3097,2636,1,1854872-U2OS-0002_WellG05_Point02,WT (U2OS),Estradiol,100,1854872-U2OS-0002,koff_fast
0.794,0.004,0.785,0.802,0,0,3112,3503,1,1854872-U2OS-0002_WellG03_Point02,H2B,DMSO,0,1854872-U2OS-0002,weights[0]
0.203,0.004,0.196,0.212,0,0,3383,3214,1,1854872-U2OS-0002_WellG03_Point02,H2B,DMSO,0,1854872-U2OS-0002,weights[1]
0.003,0,0.002,0.004,0,0,1792,1913,1,1854872-U2OS-0002_WellG03_Point02,H2B,DMSO,0,1854872-U2OS-0002,weights[2]
0.11,0.002,0.105,0.114,0,0,2417,2486,1,1854872-U2OS-0002_WellG03_Point02,H2B,DMSO,0,1854872-U2OS-0002,koff_slow
0.805,0.009,0.787,0.822,0,0,3055,2880,1,1854872-U2OS-0002_WellG03_Point02,H2B,DMSO,0,1854872-U2OS-0002,koff_fast
0.852,0.004,0.843,0.859,0,0,3245,3189,1,1854872-U2OS-0002_WellE13_Point00,DBM (U2OS),Estradiol,100,1854872-U2OS-0002,weights[0]
0.147,0.004,0.139,0.155,0,0,3446,3076,1,1854872-U2OS-0002_WellE13_Point00,DBM (U2OS),Estradiol,100,1854872-U2OS-0002,weights[1]
0.001,0,0.001,0.002,0,0,1704,1501,1,1854872-U2OS-0002_WellE13_Point00,DBM (U2OS),Estradiol,100,1854872-U2OS-0002,weights[2]
0.125,0.003,0.119,0.131,0,0,2729,2891,1,1854872-U2OS-0002_WellE13_Point00,DBM (U2OS),Estradiol,100,1854872-U2OS-0002,koff_slow
0.927,0.01,0.908,0.947,0,0,3337,2642,1,1854872-U2OS-0002_WellE13_Point00,DBM (U2OS),Estradiol,100,1854872-U2OS-0002,koff_fast
0.79,0.004,0.782,0.797,0,0,2503,2818,1,1854872-U2OS-0002_WellE03_Point00,H2B,DMSO,0,1854872-U2OS-0002,weights[0]
0.209,0.004,0.202,0.216,0,0,2656,2927,1,1854872-U2OS-0002_WellE03_Point00,H2B,DMSO,0,1854872-U2OS-0002,weights[1]
0.001,0,0,0.001,0,0,1465,1195,1,1854872-U2OS-0002_WellE03_Point00,H2B,DMSO,0,1854872-U2OS-0002,weights[2]
0.112,0.002,0.108,0.116,0,0,1944,2277,1,1854872-U2OS-0002_WellE03_Point00,H2B,DMSO,0,1854872-U2OS-0002,koff_slow
0.815,0.009,0.799,0.831,0,0,2247,2493,1,1854872-U2OS-0002_WellE03_Point00,H2B,DMSO,0,1854872-U2OS-0002,koff_fast
0.873,0.008,0.858,0.887,0,0,2852,3079,1,1854872-U2OS-0002_WellG04_Point02,WT (U2OS),DMSO,0,1854872-U2OS-0002,weights[0]
0.126,0.008,0.112,0.141,0,0,2891,3007,1,1854872-U2OS-0002_WellG04_Point02,WT (U2OS),DMSO,0,1854872-U2OS-0002,weights[1]
0.001,0.001,0,0.002,0,0,1835,1509,1,1854872-U2OS-0002_WellG04_Point02,WT (U2OS),DMSO,0,1854872-U2OS-0002,weights[2]
0.159,0.008,0.143,0.175,0,0,2676,2920,1,1854872-U2OS-0002_WellG04_Point02,WT (U2OS),DMSO,0,1854872-U2OS-0002,koff_slow
1.053,0.021,1.011,1.09,0,0,2923,2784,1,1854872-U2OS-0002_WellG04_Point02,WT (U2OS),DMSO,0,1854872-U2OS-0002,koff_fast
0.839,0.003,0.833,0.845,0,0,2958,2891,1,1854872-U2OS-0002_WellG11_Point00,SOF3 (U2OS),Estradiol,100,1854872-U2OS-0002,weights[0]
0.16,0.003,0.154,0.166,0,0,3054,2982,1,1854872-U2OS-0002_WellG11_Point00,SOF3 (U2OS),Estradiol,100,1854872-U2OS-0002,weights[1]
0.001,0,0.001,0.002,0,0,2077,1996,1,1854872-U2OS-0002_WellG11_Point00,SOF3 (U2OS),Estradiol,100,1854872-U2OS-0002,weights[2]
0.127,0.002,0.123,0.131,0,0,2650,2793,1,1854872-U2OS-0002_WellG11_Point00,SOF3 (U2OS),Estradiol,100,1854872-U2OS-0002,koff_slow
0.856,0.007,0.843,0.87,0,0,3032,2868,1,1854872-U2OS-0002_WellG11_Point00,SOF3 (U2OS),Estradiol,100,1854872-U2OS-0002,koff_fast
0.883,0.007,0.869,0.897,0,0,3073,3216,1,1854872-U2OS-0002_WellG04_Point00,WT (U2OS),DMSO,0,1854872-U2OS-0002,weights[0]
0.116,0.007,0.102,0.13,0,0,3177,3193,1,1854872-U2OS-0002_WellG04_Point00,WT (U2OS),DMSO,0,1854872-U2OS-0002,weights[1]
0.001,0,0,0.001,0,0,1096,717,1,1854872-U2OS-0002_WellG04_Point00,WT (U2OS),DMSO,0,1854872-U2OS-0002,weights[2]
0.158,0.008,0.143,0.174,0,0,2551,2812,1,1854872-U2OS-0002_WellG04_Point00,WT (U2OS),DMSO,0,1854872-U2OS-0002,koff_slow
1.048,0.02,1.011,1.085,0,0,2999,2798,1,1854872-U2OS-0002_WellG04_Point00,WT (U2OS),DMSO,0,1854872-U2OS-0002,koff_fast
0.797,0.004,0.789,0.805,0,0,3285,3225,1,1854872-U2OS-0002_WellG03_Point00,H2B,DMSO,0,1854872-U2OS-0002,weights[0]
0.202,0.004,0.194,0.21,0,0,3415,3299,1,1854872-U2OS-0002_WellG03_Point00,H2B,DMSO,0,1854872-U2OS-0002,weights[1]
0.001,0,0.001,0.002,0,0,2305,1971,1,1854872-U2OS-0002_WellG03_Point00,H2B,DMSO,0,1854872-U2OS-0002,weights[2]
0.122,0.002,0.117,0.126,0,0,2564,2770,1,1854872-U2OS-0002_WellG03_Point00,H2B,DMSO,0,1854872-U2OS-0002,koff_slow
0.83,0.009,0.813,0.846,0,0,2845,2628,1,1854872-U2OS-0002_WellG03_Point00,H2B,DMSO,0,1854872-U2OS-0002,koff_fast
0.797,0.004,0.789,0.805,0,0,3028,2912,1,1854872-U2OS-0002_WellF03_Point02,H2B,DMSO,0,1854872-U2OS-0002,weights[0]
0.202,0.004,0.194,0.209,0,0,3116,3029,1,1854872-U2OS-0002_WellF03_Point02,H2B,DMSO,0,1854872-U2OS-0002,weights[1]
0.002,0,0.001,0.002,0,0,2196,1764,1,1854872-U2OS-0002_WellF03_Point02,H2B,DMSO,0,1854872-U2OS-0002,weights[2]
0.118,0.002,0.114,0.123,0,0,2976,2802,1,1854872-U2OS-0002_WellF03_Point02,H2B,DMSO,0,1854872-U2OS-0002,koff_slow
0.818,0.009,0.802,0.835,0,0,2953,2656,1,1854872-U2OS-0002_WellF03_Point02,H2B,DMSO,0,1854872-U2OS-0002,koff_fast
0.842,0.003,0.836,0.847,0,0,2897,3046,1,1854872-U2OS-0002_WellF11_Point02,SOF3 (U2OS),Estradiol,100,1854872-U2OS-0002,weights[0]
0.157,0.003,0.151,0.163,0,0,2960,3155,1,1854872-U2OS-0002_WellF11_Point02,SOF3 (U2OS),Estradiol,100,1854872-U2OS-0002,weights[1]
0.001,0,0.001,0.002,0,0,2164,2145,1,1854872-U2OS-0002_WellF11_Point02,SOF3 (U2OS),Estradiol,100,1854872-U2OS-0002,weights[2]
0.141,0.002,0.137,0.146,0,0,2711,2650,1,1854872-U2OS-0002_WellF11_Point02,SOF3 (U2OS),Estradiol,100,1854872-U2OS-0002,koff_slow
0.871,0.006,0.86,0.883,0,0,3109,2958,1,1854872-U2OS-0002_WellF11_Point02,SOF3 (U2OS),Estradiol,100,1854872-U2OS-0002,koff_fast
0.825,0.006,0.813,0.836,0,0,2499,2859,1,1854872-U2OS-0002_WellG09_Point01,SOF2 (U2OS),Estradiol,100,1854872-U2OS-0002,weights[0]
0.174,0.006,0.163,0.186,0,0,2615,2872,1,1854872-U2OS-0002_WellG09_Point01,SOF2 (U2OS),Estradiol,100,1854872-U2OS-0002,weights[1]
0.001,0,0,0.002,0,0,1638,1514,1,1854872-U2OS-0002_WellG09_Point01,SOF2 (U2OS),Estradiol,100,1854872-U2OS-0002,weights[2]
0.121,0.004,0.114,0.129,0,0,2068,2418,1,1854872-U2OS-0002_WellG09_Point01,SOF2 (U2OS),Estradiol,100,1854872-U2OS-0002,koff_slow
0.817,0.013,0.793,0.843,0,0,2379,2667,1,1854872-U2OS-0002_WellG09_Point01,SOF2 (U2OS),Estradiol,100,1854872-U2OS-0002,koff_fast
0.852,0.009,0.835,0.869,0,0,2556,3043,1,1854872-U2OS-0002_WellF04_Point02,WT (U2OS),DMSO,0,1854872-U2OS-0002,weights[0]
0.147,0.009,0.13,0.163,0,0,2725,3090,1,1854872-U2OS-0002_WellF04_Point02,WT (U2OS),DMSO,0,1854872-U2OS-0002,weights[1]
0.002,0.001,0,0.003,0,0,1761,1798,1,1854872-U2OS-0002_WellF04_Point02,WT (U2OS),DMSO,0,1854872-U2OS-0002,weights[2]
0.157,0.009,0.141,0.172,0,0,2019,2482,1,1854872-U2OS-0002_WellF04_Point02,WT (U2OS),DMSO,0,1854872-U2OS-0002,koff_slow
1.058,0.024,1.015,1.106,0,0,2747,2816,1,1854872-U2OS-0002_WellF04_Point02,WT (U2OS),DMSO,0,1854872-U2OS-0002,koff_fast
0.867,0.008,0.852,0.882,0,0,3002,3148,1,1854872-U2OS-0002_WellE04_Point00,WT (U2OS),DMSO,0,1854872-U2OS-0002,weights[0]
0.132,0.008,0.118,0.147,0,0,3085,3027,1,1854872-U2OS-0002_WellE04_Point00,WT (U2OS),DMSO,0,1854872-U2OS-0002,weights[1]
0.001,0.001,0,0.002,0,0,2014,1956,1,1854872-U2OS-0002_WellE04_Point00,WT (U2OS),DMSO,0,1854872-U2OS-0002,weights[2]
0.171,0.009,0.156,0.188,0,0,2816,2814,1,1854872-U2OS-0002_WellE04_Point00,WT (U2OS),DMSO,0,1854872-U2OS-0002,koff_slow
1.089,0.022,1.047,1.128,0,0,3149,2985,1,1854872-U2OS-0002_WellE04_Point00,WT (U2OS),DMSO,0,1854872-U2OS-0002,koff_fast
0.841,0.003,0.835,0.846,0,0,2573,2974,1,1854872-U2OS-0002_WellE07_Point02,SOF1 (U2OS),Estradiol,100,1854872-U2OS-0002,weights[0]
0.158,0.003,0.152,0.163,0,0,2702,2986,1,1854872-U2OS-0002_WellE07_Point02,SOF1 (U2OS),Estradiol,100,1854872-U2OS-0002,weights[1]
0.001,0,0.001,0.002,0,0,2301,2292,1,1854872-U2OS-0002_WellE07_Point02,SOF1 (U2OS),Estradiol,100,1854872-U2OS-0002,weights[2]
0.128,0.002,0.124,0.133,0,0,2471,2680,1,1854872-U2OS-0002_WellE07_Point02,SOF1 (U2OS),Estradiol,100,1854872-U2OS-0002,koff_slow
0.839,0.006,0.827,0.851,0,0,2707,2502,1,1854872-U2OS-0002_WellE07_Point02,SOF1 (U2OS),Estradiol,100,1854872-U2OS-0002,koff_fast
0.88,0.007,0.867,0.894,0,0,2855,3219,1,1854872-U2OS-0002_WellE12_Point01,DBM (U2OS),DMSO,0,1854872-U2OS-0002,weights[0]
0.119,0.007,0.106,0.132,0,0,2901,3165,1,1854872-U2OS-0002_WellE12_Point01,DBM (U2OS),DMSO,0,1854872-U2OS-0002,weights[1]
0.001,0,0,0.001,0,0,1350,1328,1,1854872-U2OS-0002_WellE12_Point01,DBM (U2OS),DMSO,0,1854872-U2OS-0002,weights[2]
0.182,0.009,0.166,0.199,0,0,2539,2708,1,1854872-U2OS-0002_WellE12_Point01,DBM (U2OS),DMSO,0,1854872-U2OS-0002,koff_slow
1.16,0.021,1.119,1.197,0,0,2996,2926,1,1854872-U2OS-0002_WellE12_Point01,DBM (U2OS),DMSO,0,1854872-U2OS-0002,koff_fast
0.829,0.004,0.821,0.836,0,0,3138,3256,1,1854872-U2OS-0002_WellG07_Point00,SOF1 (U2OS),Estradiol,100,1854872-U2OS-0002,weights[0]
0.17,0.004,0.163,0.177,0,0,3276,3245,1,1854872-U2OS-0002_WellG07_Point00,SOF1 (U2OS),Estradiol,100,1854872-U2OS-0002,weights[1]
0.001,0,0.001,0.002,0,0,1631,1518,1,1854872-U2OS-0002_WellG07_Point00,SOF1 (U2OS),Estradiol,100,1854872-U2OS-0002,weights[2]
0.124,0.002,0.12,0.129,0,0,2818,2629,1,1854872-U2OS-0002_WellG07_Point00,SOF1 (U2OS),Estradiol,100,1854872-U2OS-0002,koff_slow
0.855,0.008,0.84,0.871,0,0,3326,2777,1,1854872-U2OS-0002_WellG07_Point00,SOF1 (U2OS),Estradiol,100,1854872-U2OS-0002,koff_fast
0.865,0.01,0.846,0.884,0,0,2995,2926,1,1854872-U2OS-0002_WellE12_Point00,DBM (U2OS),DMSO,0,1854872-U2OS-0002,weights[0]
0.134,0.01,0.115,0.153,0,0,3053,2902,1,1854872-U2OS-0002_WellE12_Point00,DBM (U2OS),DMSO,0,1854872-U2OS-0002,weights[1]
